inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
Compliance,14234179,PC8642550,2,1020770036,1,02077,0036,1734,AMSTERDAM AVENUE,10031,40.82574213954,-73.947242198366,Manhattan,2026-01-28T12:17:14.000,Failed for Rat Act,2026-01-29T11:18:09.000,"{'latitude': '40.82574213954', 'longitude': '-73.947242198366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061946,Hamilton Heights-Sugar Hill,,
Compliance,14234107,PC8650548,2,3032470047,3,03247,0047,247,STOCKHOLM STREET,11237,40.701463556337,-73.920861715713,Brooklyn,2026-01-28T12:20:32.000,Rat Activity,2026-01-29T08:34:41.000,"{'latitude': '40.701463556337', 'longitude': '-73.920861715713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073893,Bushwick (West),,
Initial,14234277,PC8656034,1,1021210024,1,02121,0024,1090,ST NICHOLAS AVENUE,10032,40.838098094612,-73.93989960733,Manhattan,2026-01-28T12:28:00.000,Failed for Other R,2026-01-29T06:49:53.000,"{'latitude': '40.838098094612', 'longitude': '-73.93989960733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,24301,1062893,Washington Heights (South),1000880,244627
Compliance,14234142,PC8566428,7,3015990046,3,01599,0046,1093,DEKALB AVENUE,11221,40.693628755984,-73.931779546824,Brooklyn,2026-01-28T12:30:00.000,Rat Activity,2026-01-29T15:34:22.000,"{'latitude': '40.693628755984', 'longitude': '-73.931779546824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3043180,Bedford-Stuyvesant (East),,
Compliance,14234031,PC8419790,11,1017560050,1,01756,0050,2093,MADISON AVENUE,10037,40.809944028829,-73.937558980017,Manhattan,2026-01-28T12:31:58.000,Failed for Rat Act,2026-01-29T08:09:34.000,"{'latitude': '40.809944028829', 'longitude': '-73.937558980017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,1054328,East Harlem (North),1001535,234370
Initial,14234366,PC8654048,1,1019660042,1,01966,0042,457,WEST 125 STREET,10027,40.812798779022,-73.95574932284,Manhattan,2026-01-28T12:54:33.000,Failed for Other R,2026-01-29T14:59:51.000,"{'latitude': '40.812798779022', 'longitude': '-73.95574932284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,20901,1059533,Morningside Heights,,
Initial,14234367,PC8653897,1,1019660044,1,01966,0044,453,WEST 125 STREET,10027,40.812754849191,-73.955713226231,Manhattan,2026-01-28T12:58:33.000,Failed for Other R,2026-01-29T15:00:30.000,"{'latitude': '40.812754849191', 'longitude': '-73.955713226231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,20901,1059534,Morningside Heights,,
Initial,14234369,PC8653719,1,1019660047,1,01966,0047,445,WEST 125 STREET,10027,40.812666989495,-73.955641033156,Manhattan,2026-01-28T13:05:33.000,Failed for Other R,2026-01-29T15:01:19.000,"{'latitude': '40.812666989495', 'longitude': '-73.955641033156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,20901,1059536,Morningside Heights,,
Initial,14234057,PC8659132,1,1004090029,1,00409,0029,250,BROOME STREET,10002,40.71800020453,-73.98981259862,Manhattan,2026-01-28T13:05:48.000,Rat Activity,2026-01-29T08:10:29.000,"{'latitude': '40.71800020453', 'longitude': '-73.98981259862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,18,1005295,Lower East Side,987088,200860
Compliance,14234032,PC8639186,2,1017550047,1,01755,0047,56,EAST 131 STREET,10037,40.80931265299,-73.937404241175,Manhattan,2026-01-28T13:05:58.000,Rat Activity,2026-01-29T07:44:16.000,"{'latitude': '40.80931265299', 'longitude': '-73.937404241175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,1089072,East Harlem (North),,
Compliance,14234279,PC8641494,2,1021110111,1,02111,0111,465,WEST  166 STREET,10032,40.838239438215,-73.937311867594,Manhattan,2026-01-28T13:07:00.000,Failed for Other R,2026-01-29T06:50:42.000,"{'latitude': '40.838239438215', 'longitude': '-73.937311867594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,249,1062672,Washington Heights (South),1001596,244679
Compliance,14234182,PC8642178,2,1020770023,1,02077,0023,511,WEST 145 STREET,10031,40.825490062463,-73.948207146697,Manhattan,2026-01-28T13:12:14.000,Rat Activity,2026-01-29T11:24:19.000,"{'latitude': '40.825490062463', 'longitude': '-73.948207146697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061936,Hamilton Heights-Sugar Hill,,
Compliance,14234033,PC8472138,3,1017530051,1,01753,0051,42,EAST 129 STREET,10035,40.808143986867,-73.938507108876,Manhattan,2026-01-28T13:16:58.000,Failed for Other R,2026-01-30T07:28:08.000,"{'latitude': '40.808143986867', 'longitude': '-73.938507108876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,1054196,East Harlem (North),,
Compliance,14234299,PC8494284,14,1011680060,1,01168,0060,268,WEST   77 STREET,10024,40.782756308079,-73.981522724432,Manhattan,2026-01-28T13:25:00.000,Rat Activity,2026-01-29T14:24:04.000,"{'latitude': '40.782756308079', 'longitude': '-73.981522724432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,163,1030869,Upper West Side (Central),989367,224459
Initial,14234146,PC8662288,1,3017720075,3,01772,0075,155,PULASKI STREET,11206,40.69288094931,-73.944794633564,Brooklyn,2026-01-28T13:25:00.000,Failed for Rat Act,2026-01-29T14:22:28.000,"{'latitude': '40.69288094931', 'longitude': '-73.944794633564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049406,Bedford-Stuyvesant (West),999559,191719
Compliance,14234058,PC8479711,15,1003980052,1,00398,0052,174,EAST 2 STREET,10009,40.722550458104,-73.984678166007,Manhattan,2026-01-28T13:41:03.000,Rat Activity,2026-01-29T08:06:54.000,"{'latitude': '40.722550458104', 'longitude': '-73.984678166007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,3002,1004983,East Village,,
Compliance,14234095,PC8636505,2,2025250020,2,02525,0020,162,WEST 165 STREET,10452,40.834589688114,-73.929159009791,Bronx,2026-01-28T13:43:13.000,Failed for Rat Act,2026-01-30T13:10:49.000,"{'latitude': '40.834589688114', 'longitude': '-73.929159009791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003464,Highbridge,,
Initial,14234096,PC8662306,1,2025250025,2,02525,0025,1047,OGDEN AVENUE,10452,40.834144756783,-73.928700537888,Bronx,2026-01-28T13:52:13.000,Rat Activity,2026-01-30T13:13:28.000,"{'latitude': '40.834144756783', 'longitude': '-73.928700537888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2129641,Highbridge,,
Compliance,14234312,PC8617840,6,1003870119,1,00387,0119,620,EAST 6 STREET,10009,40.724059469498,-73.980640727506,Manhattan,2026-01-28T14:01:29.000,Rat Activity,2026-01-29T20:26:08.000,"{'latitude': '40.724059469498', 'longitude': '-73.980640727506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2601,1004652,East Village,,
Initial,14234300,PC8658362,1,1011980045,1,01198,0045,32,WEST   85 STREET,10024,40.785037737818,-73.970887449441,Manhattan,2026-01-28T14:15:51.000,Rat Activity,2026-01-29T14:16:34.000,"{'latitude': '40.785037737818', 'longitude': '-73.970887449441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,169,1079398,Upper West Side (Central),992312,225291
Initial,14234284,PC8656745,1,1008690034,1,00869,0034,90,PARK AVENUE,10016,40.750496721488,-73.978864505394,Manhattan,2026-01-28T14:18:45.000,Failed for Other R,2026-01-29T09:57:54.000,"{'latitude': '40.750496721488', 'longitude': '-73.978864505394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4,82,1017595,Midtown-Times Square,990106,212706
Compliance,14234137,PC8650645,2,3032470014,3,03247,0014,1488,DEKALB AVENUE,11237,40.701650861304,-73.921824441385,Brooklyn,2026-01-28T14:25:09.000,Rat Activity,2026-01-29T08:31:38.000,"{'latitude': '40.701650861304', 'longitude': '-73.921824441385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073863,Bushwick (West),,
Compliance,14234101,PC8629695,2,2025140062,2,02514,0062,122,WEST 167TH STREET,10452,40.836701404464,-73.926402961448,Bronx,2026-01-28T14:30:30.000,Rat Activity,2026-01-30T13:19:20.000,"{'latitude': '40.836701404464', 'longitude': '-73.926402961448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,2003271,Highbridge,,
Compliance,14234481,PC8584274,3,1012620009,1,01262,0009,59,WEST 46 STREET,10036,40.75679629286,-73.980840530053,Manhattan,2026-01-28T14:46:00.000,Rat Activity,2026-02-02T14:52:47.000,"{'latitude': '40.75679629286', 'longitude': '-73.980840530053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,4,96,1081126,Midtown-Times Square,,
Initial,14234752,PC8661958,1,4004700200,4,00470,0200,40-01,12 STREET,11101,40.756004151647,-73.942854346967,Queens,2026-01-29T08:00:35.000,Failed for Other R,2026-01-30T10:30:35.000,"{'latitude': '40.756004151647', 'longitude': '-73.942854346967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,26,25,4441787,Queensbridge-Ravenswood-Dutch Kills,,
Initial,14235099,PC8662006,1,1018360001,1,01836,0001,825,COLUMBUS AVENUE,10025,40.795694093974,-73.965436382921,Manhattan,2026-01-29T08:00:51.000,Failed for Rat Act,2026-02-02T11:10:51.000,"{'latitude': '40.795694093974', 'longitude': '-73.965436382921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,189,1081298,Upper West Side-Manhattan Valley,,
Initial,14234691,PC8659982,1,3016490037,3,01649,0037,640,PUTNAM AVENUE,11221,40.685591942139,-73.936352588778,Brooklyn,2026-01-29T09:04:00.000,Failed for Other R,2026-01-30T09:26:43.000,"{'latitude': '40.685591942139', 'longitude': '-73.936352588778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,275,3045370,Bedford-Stuyvesant (East),,
Initial,14234701,PC8659789,1,3016490047,3,01649,0047,316,LEWIS AVENUE,11221,40.685119357331,-73.9354876851,Brooklyn,2026-01-29T09:28:00.000,Rat Activity,2026-01-30T09:33:53.000,"{'latitude': '40.685119357331', 'longitude': '-73.9354876851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,275,3045380,Bedford-Stuyvesant (East),,
Initial,14234524,PC8659919,1,3016440039,3,01644,0039,560,MADISON STREET,11221,40.686363123247,-73.93617156387,Brooklyn,2026-01-29T09:37:00.000,Rat Activity,2026-02-02T12:48:04.000,"{'latitude': '40.686363123247', 'longitude': '-73.93617156387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,277,3045086,Bedford-Stuyvesant (East),,
Initial,14234753,PC8662129,1,4004700100,4,00470,0100,40-01,10 STREET,11101,40.756836560249,-73.944373250158,Queens,2026-01-29T09:42:08.000,Failed for Other R,2026-01-30T10:28:43.000,"{'latitude': '40.756836560249', 'longitude': '-73.944373250158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,26,25,4433379,Queensbridge-Ravenswood-Dutch Kills,,
Compliance,14234795,PC8645452,2,3036110055,3,03611,0055,926,THOMAS S BOYLAND STREET,11212,40.657858016138,-73.910645353888,Brooklyn,2026-01-29T09:44:30.000,Rat Activity,2026-01-30T12:30:48.000,"{'latitude': '40.657858016138', 'longitude': '-73.910645353888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,896,3082537,Brownsville,1009042,178967
Initial,14234946,PC8659829,1,1014520005,1,01452,0005,307,EAST 77 STREET,10075,40.771830557198,-73.955552807522,Manhattan,2026-01-29T09:48:59.000,Failed for Other R,2026-02-02T07:59:11.000,"{'latitude': '40.771830557198', 'longitude': '-73.955552807522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045201,Upper East Side-Lenox Hill-Roosevelt Island,,
Initial,14234540,PC8659764,1,3015530034,3,01553,0034,1409,HERKIMER STREET,11233,40.677296164786,-73.906729167984,Brooklyn,2026-01-29T09:55:41.000,Rat Activity,2026-01-30T12:21:46.000,"{'latitude': '40.677296164786', 'longitude': '-73.906729167984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,37,367,3042291,Ocean Hill,1010121,186050
Compliance,14234755,PC8639787,2,1003040033,1,00304,0033,79,CHRYSTIE STREET,10002,40.717303342478,-73.99426423578,Manhattan,2026-01-29T09:56:02.000,Rat Activity,2026-01-29T20:48:53.000,"{'latitude': '40.717303342478', 'longitude': '-73.99426423578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,16,1003943,Chinatown-Two Bridges,,
Compliance,14234880,PC8645829,2,1021290017,1,02129,0017,142,AUDUBON AVENUE,10032,40.843143797917,-73.936428965362,Manhattan,2026-01-29T10:00:56.000,Rat Activity,2026-01-30T06:42:05.000,"{'latitude': '40.843143797917', 'longitude': '-73.936428965362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,253,1063096,Washington Heights (South),,
Initial,14236917,PC8655669,1,2030610034,2,03061,0034,547,EAST 178 STREET,10457,40.84763117152,-73.894919406501,Bronx,2026-01-29T10:02:00.000,Failed for Other R,2026-02-05T10:59:32.000,"{'latitude': '40.84763117152', 'longitude': '-73.894919406501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,37504,2011841,Tremont,,
Initial,14236918,PC8655558,1,2030610001,2,03061,0001,4262,3 AVENUE,10457,40.848032406757,-73.895471791536,Bronx,2026-01-29T10:06:00.000,Rat Activity,2026-02-05T10:59:56.000,"{'latitude': '40.848032406757', 'longitude': '-73.895471791536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,37504,2011830,Tremont,,
Compliance,14235053,PC8617536,2,2031190052,2,03119,0052,2144,CROTONA PARKWAY,10460,40.847238149549,-73.883013947656,Bronx,2026-01-29T10:10:03.000,Failed for Other R,2026-02-09T09:22:16.000,"{'latitude': '40.847238149549', 'longitude': '-73.883013947656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,363,2013105,West Farms,1016616,247973
Initial,14235034,PC8660468,1,1019990029,1,01999,0029,3281,BROADWAY,10027,40.818310469632,-73.9563887392,Manhattan,2026-01-29T10:18:43.000,Failed for Other R,2026-01-30T11:48:58.000,"{'latitude': '40.818310469632', 'longitude': '-73.9563887392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,219,1059935,Manhattanville-West Harlem,996321,237415
Initial,14234542,PC8660480,1,3014430024,3,01443,0024,2366,PACIFIC STREET,11233,40.675298045279,-73.906825706289,Brooklyn,2026-01-29T10:23:56.000,Rat Activity,2026-01-30T12:17:50.000,"{'latitude': '40.675298045279', 'longitude': '-73.906825706289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,37,36502,3038778,Ocean Hill,1010095,185322
Initial,14235030,PC8658729,1,2031050034,2,03105,0034,2465,CROTONA AVENUE,10458,40.855502363152,-73.882833068992,Bronx,2026-01-29T10:35:00.000,Rat Activity,2026-01-30T11:58:33.000,"{'latitude': '40.855502363152', 'longitude': '-73.882833068992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012914,Belmont,1016662,250984
Compliance,14235035,PC8642448,2,1019870036,1,01987,0036,1496,AMSTERDAM AVENUE,10031,40.818097718134,-73.952830188244,Manhattan,2026-01-29T10:42:43.000,Failed for Rat Act,2026-01-30T12:00:19.000,"{'latitude': '40.818097718134', 'longitude': '-73.952830188244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,219,1059742,Manhattanville-West Harlem,,
Compliance,14234882,PC8645876,2,1021290041,1,2129,0041,506,WEST 173 STREET,10032,40.843090869692,-73.935037530932,Manhattan,2026-01-29T10:45:59.000,Rat Activity,2026-01-30T06:45:26.000,"{'latitude': '40.843090869692', 'longitude': '-73.935037530932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,253,1063103,Washington Heights (South),,
Compliance,14234759,PC8640496,2,1004090039,1,00409,0039,90,LUDLOW STREET,10002,40.718324034761,-73.989238963688,Manhattan,2026-01-29T10:51:01.000,Rat Activity,2026-01-29T20:49:59.000,"{'latitude': '40.718324034761', 'longitude': '-73.989238963688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,18,1082501,Lower East Side,,
Initial,14234544,PC8658691,1,3035120021,3,03512,0021,599,HOWARD AVENUE,11212,40.667328788416,-73.919799337526,Brooklyn,2026-01-29T10:53:56.000,Failed for Other R,2026-01-30T12:15:20.000,"{'latitude': '40.667328788416', 'longitude': '-73.919799337526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,900,3326464,Brownsville,1006499,182415
Initial,14234951,PC8660136,1,1014520018,1,01452,0018,341,EAST 77 STREET,10075,40.771588795009,-73.95497892365,Manhattan,2026-01-29T10:54:59.000,Failed for Other R,2026-02-02T08:01:06.000,"{'latitude': '40.771588795009', 'longitude': '-73.95497892365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045207,Upper East Side-Lenox Hill-Roosevelt Island,,
Initial,14234798,PC8658764,1,3037580023,3,03758,0023,324,BRADFORD STREET,11207,40.670983742474,-73.891763331548,Brooklyn,2026-01-29T10:58:30.000,Rat Activity,2026-01-30T12:28:51.000,"{'latitude': '40.670983742474', 'longitude': '-73.891763331548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,42,1158,3084175,East New York (North),1014275,183755
Compliance,14235018,PC8631910,2,2048240080,2,04824,0080,686,EAST  223 STREET,10466,40.886615428772,-73.861982424949,Bronx,2026-01-29T11:08:17.000,Failed for Other R,2026-01-30T11:48:24.000,"{'latitude': '40.886615428772', 'longitude': '-73.861982424949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,12,394,2062927,Williamsbridge-Olinville,1022412,262328
Initial,14234546,PC8655432,1,2032860024,2,03286,0024,2566,BAINBRIDGE AVENUE,10458,40.863148026533,-73.89289550913,Bronx,2026-01-29T11:10:00.000,Failed for Other R,2026-02-02T10:04:09.000,"{'latitude': '40.863148026533', 'longitude': '-73.89289550913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,39901,2016591,University Heights (North)-Fordham,,
Compliance,14235036,PC8642252,2,1020570053,1,02057,0053,470,WEST 141 STREET,10031,40.822353042656,-73.948697368421,Manhattan,2026-01-29T11:10:43.000,Rat Activity,2026-01-30T12:01:54.000,"{'latitude': '40.822353042656', 'longitude': '-73.948697368421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,227,1061211,Hamilton Heights-Sugar Hill,,
Initial,14234754,PC8661909,1,4004700001,4,00470,0001,40-01,VERNON BOULEVARD,11101,40.757767741265,-73.945852405303,Queens,2026-01-29T11:22:02.000,Failed for Other R,2026-01-30T10:28:18.000,"{'latitude': '40.757767741265', 'longitude': '-73.945852405303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,26,25,4433367,Queensbridge-Ravenswood-Dutch Kills,,
Initial,14234967,PC8659478,1,1004917503,1,00491,7503,246,SPRING STREET,10013,40.725609031324,-74.005253029906,Manhattan,2026-01-29T11:28:37.000,Rat Activity,2026-02-02T08:09:12.000,"{'latitude': '40.725609031324', 'longitude': '-74.005253029906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,1,37,1088431,SoHo-Little Italy-Hudson Square,,
Initial,14234954,PC8660060,1,1014520124,1,01452,0124,355,EAST 77 STREET,10075,40.771487145353,-73.954740709815,Manhattan,2026-01-29T11:28:59.000,Failed for Rat Act,2026-02-02T08:07:20.000,"{'latitude': '40.771487145353', 'longitude': '-73.954740709815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,134,1045231,Upper East Side-Lenox Hill-Roosevelt Island,,
Compliance,14235037,PC8642366,2,1020870097,1,02087,0097,3427,BROADWAY,10031,40.822920309527,-73.953021866481,Manhattan,2026-01-29T11:30:43.000,Rat Activity,2026-01-30T12:07:55.000,"{'latitude': '40.822920309527', 'longitude': '-73.953021866481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,225,1062311,Hamilton Heights-Sugar Hill,,
Initial,14234761,PC8656701,1,1003440153,1,00344,0153,181,STANTON STREET,10002,40.720063601335,-73.983964445239,Manhattan,2026-01-29T11:33:53.000,Rat Activity,2026-01-29T20:47:24.000,"{'latitude': '40.720063601335', 'longitude': '-73.983964445239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,2201,1000000,Lower East Side,988695,201618
Compliance,14235610,PC8647029,2,1019240104,1,01924,0104,281,WEST  118 STREET,10026,40.805439318531,-73.95372779328,Manhattan,2026-01-29T11:42:11.000,Failed for Rat Act,2026-02-02T12:45:49.000,"{'latitude': '40.805439318531', 'longitude': '-73.95372779328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058438,Harlem (South),997060,232726
Compliance,14235038,PC8642635,2,1020890029,1,02089,0029,601,WEST 142 STREET,10031,40.824665627866,-73.952204036808,Manhattan,2026-01-29T11:43:43.000,Failed for Other R,2026-01-30T12:58:28.000,"{'latitude': '40.824665627866', 'longitude': '-73.952204036808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062345,Hamilton Heights-Sugar Hill,,
Initial,14235032,PC8656667,1,2033240095,2,03324,0095,3399,JEROME AVENUE,10467,40.880513305741,-73.883783302571,Bronx,2026-01-29T11:45:00.000,Rat Activity,2026-01-30T11:57:33.000,"{'latitude': '40.880513305741', 'longitude': '-73.883783302571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,421,2017697,Norwood,1016387,260096
Initial,14234555,PC8655690,1,2032010030,2,03201,0030,2575,JEROME AVENUE,10468,40.865162878495,-73.899208448085,Bronx,2026-01-29T11:59:00.000,Failed for Other R,2026-02-02T10:13:50.000,"{'latitude': '40.865162878495', 'longitude': '-73.899208448085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014378,University Heights (North)-Fordham,,
Initial,14234721,PC8660176,1,3026010028,3,02601,0028,193,MESEROLE AVENUE,11222,40.728443967516,-73.948622016034,Brooklyn,2026-01-29T12:00:36.000,Failed for Other R,2026-01-29T20:36:55.000,"{'latitude': '40.728443967516', 'longitude': '-73.948622016034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,573,3065428,Greenpoint,,
Initial,14234722,PC8659791,1,3026010024,3,02601,0024,193,DIAMOND STREET,11222,40.728899655038,-73.948747944385,Brooklyn,2026-01-29T12:06:53.000,Failed for Other R,2026-01-29T20:36:29.000,"{'latitude': '40.728899655038', 'longitude': '-73.948747944385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,33,573,3065427,Greenpoint,,
Compliance,14235040,PC8642342,2,1020650021,1,02065,0021,417,WEST 150 STREET,10031,40.827554521977,-73.943273242765,Manhattan,2026-01-29T12:13:43.000,Rat Activity,2026-01-30T13:35:52.000,"{'latitude': '40.827554521977', 'longitude': '-73.943273242765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,23501,1061577,Hamilton Heights-Sugar Hill,,
Initial,14234891,PC8655846,1,2031980150,2,03198,0150,2345,JEROME AVENUE,10468,40.85978924178,-73.903034231866,Bronx,2026-01-29T12:28:04.000,Rat Activity,2026-02-03T10:12:37.000,"{'latitude': '40.85978924178', 'longitude': '-73.903034231866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014293,Fordham Heights,,
Initial,14234980,PC8661191,1,3000410001,3,00041,0001,73,JAY STREET,11201,40.702516637482,-73.986673629017,Brooklyn,2026-01-29T12:28:26.000,Failed for Other R,2026-02-02T12:36:47.000,"{'latitude': '40.702516637482', 'longitude': '-73.986673629017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,21,3000091,Downtown Brooklyn-DUMBO-Boerum Hill,,
Compliance,14235620,PC8642079,2,1020540089,1,02054,0089,52,ST NICHOLAS PLACE,10031,40.82881608874,-73.941255847524,Manhattan,2026-01-29T12:29:43.000,Failed for Rat Act,2026-02-06T13:26:13.000,"{'latitude': '40.82881608874', 'longitude': '-73.941255847524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,23501,1061190,Hamilton Heights-Sugar Hill,1000507,241245
Compliance,14234968,PC8629691,2,1020460018,1,02046,0018,304,WEST 151 STREET,10039,40.826685169929,-73.939331819107,Manhattan,2026-01-29T12:34:25.000,Rat Activity,2026-01-30T09:25:32.000,"{'latitude': '40.826685169929', 'longitude': '-73.939331819107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,23502,1060855,Harlem (North),,
Initial,14234894,PC8655664,1,2031980149,2,03198,0149,2351,JEROME AVENUE,10468,40.859929152747,-73.902950878246,Bronx,2026-01-29T12:39:00.000,Rat Activity,2026-02-03T10:15:25.000,"{'latitude': '40.859929152747', 'longitude': '-73.902950878246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,239,2014292,Fordham Heights,,
Compliance,14235614,PC8648205,2,1019250015,1,01925,0015,182,ST NICHOLAS AVENUE,10026,40.805954954476,-73.952802704458,Manhattan,2026-01-29T12:40:00.000,Failed for Rat Act,2026-02-02T13:03:47.000,"{'latitude': '40.805954954476', 'longitude': '-73.952802704458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058446,Harlem (South),,
Compliance,14235615,PC8647624,2,1019250013,1,01925,0013,180,ST NICHOLAS AVENUE,10026,40.805897313325,-73.952799133268,Manhattan,2026-01-29T12:48:05.000,Rat Activity,2026-02-02T13:11:48.000,"{'latitude': '40.805897313325', 'longitude': '-73.952799133268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058445,Harlem (South),,
