job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8719349,2026-09-02T09:10:00.000,Initial,117-04,LIBERTY AVENUE,11419,Queens,Failed for Other Reason,,Garbage,4095710002,4,9571,2,40.685938341018,-73.825779887654,"{'latitude': '40.685938341018', 'longitude': '-73.825779887654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,28,106,4204125,South Ozone Park,1032568,189233
PC8675242,2026-09-02T09:10:50.000,Treatments,91,EAST   21 STREET,11226,Brooklyn,Bait applied,,,3050820091,3,5082,91,40.651959999824,-73.96029996416,"{'latitude': '40.651959999824', 'longitude': '-73.96029996416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,50801,3116599,Flatbush,995266,176808
PC8764162,2026-09-02T09:12:00.000,Stoppage,227,AVENUE B,10009,Manhattan,Stoppage done,,,1003960007,1,396,7,40.729090199098,-73.978257954306,"{'latitude': '40.729090199098', 'longitude': '-73.978257954306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,28,1004934,East Village,,
PC8710296,2026-09-02T09:14:14.000,Treatments,1530,BEDFORD AVENUE,11216,Brooklyn,Bait applied,,,3012590034,3,1259,34,40.670888780181,-73.955000295934,"{'latitude': '40.670888780181', 'longitude': '-73.955000295934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,219,3032562,Crown Heights (North),,
PC8687513,2026-09-02T09:15:18.000,Treatments,1216,OLMSTEAD AVENUE,10462,Bronx,Bait applied,,,2038120009,2,3812,9,40.832013070171,-73.854203923127,"{'latitude': '40.832013070171', 'longitude': '-73.854203923127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,92,2092865,Castle Hill-Unionport,1024596,242438
PC8771175,2026-09-02T09:17:06.000,Initial,155,MADISON STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018170087,3,1817,87,40.684471760357,-73.952723161704,"{'latitude': '40.684471760357', 'longitude': '-73.952723161704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3051353,Bedford-Stuyvesant (West),,
PC8772766,2026-09-02T09:18:48.000,Initial,HANCOCK,STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,,3,1838,10,,,,,,,,,,
PC8763305,2026-09-02T09:19:00.000,Stoppage,134,AVENUE C,10009,Manhattan,Stoppage done,,,1003780004,1,378,4,40.724981270044,-73.978183535869,"{'latitude': '40.724981270044', 'longitude': '-73.978183535869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1004527,East Village,,
PC8771971,2026-09-02T09:19:06.000,Initial,157,MADISON STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018170086,3,1817,86,40.684479969383,-73.952661860375,"{'latitude': '40.684479969383', 'longitude': '-73.952661860375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3051352,Bedford-Stuyvesant (West),,
PC8771342,2026-09-02T09:20:48.000,Initial,HANCOCK,STREET,11216,Brooklyn,Failed for Other Reason,COTA,Harborage,,3,1838,9,,,,,,,,,,
PC8668874,2026-09-02T09:21:22.000,Treatments,120,EAST 123RD STREET,10035,Manhattan,Bait applied,,,1017710059,1,1771,59,40.803393183909,-73.939172525972,"{'latitude': '40.803393183909', 'longitude': '-73.939172525972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,196,1054420,East Harlem (North),,
PC8772955,2026-09-02T09:22:00.000,Initial,23,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3017660080,3,1766,80,40.692930376926,-73.950874436202,"{'latitude': '40.692930376926', 'longitude': '-73.950874436202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049089,Bedford-Stuyvesant (West),,
PC8442831,2026-09-02T09:23:00.000,Stoppage,,EAST 8 STREET,10009,Manhattan,Stoppage done,,,,1,377,14,,,,,,,,,,
PC8735658,2026-09-02T09:23:45.000,Treatments,2357,HUGHES AVENUE,10458,Bronx,Bait applied,,,2030730054,2,3073,54,40.854623092414,-73.887367681552,"{'latitude': '40.854623092414', 'longitude': '-73.887367681552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2116247,Belmont,,
PC8771761,2026-09-02T09:24:48.000,Initial,156,HANCOCK STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Droppings,3018380006,3,1838,6,40.682609314008,-73.949241559307,"{'latitude': '40.682609314008', 'longitude': '-73.949241559307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052657,Bedford-Stuyvesant (West),,
PC8768739,2026-09-02T09:25:23.000,Initial,290,CLINTON STREET,11201,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Runways",3003060026,3,306,26,40.687014863803,-73.995921892263,"{'latitude': '40.687014863803', 'longitude': '-73.995921892263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,45,3003368,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,985381,189577
PC8771184,2026-09-02T09:26:06.000,Initial,163,MADISON STREET,11216,Brooklyn,Failed for Other Reason,COTA,Garbage,3018170082,3,1817,82,40.684501854478,-73.952485169492,"{'latitude': '40.684501854478', 'longitude': '-73.952485169492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3390179,Bedford-Stuyvesant (West),,
PC8726729,2026-09-02T09:27:00.000,Treatments,250,WEST   74 STREET,10023,Manhattan,Bait applied,,,1011650159,1,1165,159,40.780785766503,-73.982750962849,"{'latitude': '40.780785766503', 'longitude': '-73.982750962849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,159,1030557,Upper West Side-Lincoln Square,989027,223741
PC8622921,2026-09-02T09:30:00.000,Clean Ups,2070,POWELL AVENUE,10472,Bronx,Cleanup done,,,2038010036,2,3801,36,40.830720529049,-73.854387445166,"{'latitude': '40.830720529049', 'longitude': '-73.854387445166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,78,2026162,Castle Hill-Unionport,1024546,241967
PC8703984,2026-09-02T09:30:31.000,Treatments,1960,CROSS BRONX EXPWY,10472,Bronx,Bait applied,,,2037940042,2,3794,42,40.832289837153,-73.858228934019,"{'latitude': '40.832289837153', 'longitude': '-73.858228934019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,72,2025921,Castle Hill-Unionport,,
PC8771471,2026-09-02T09:31:55.000,Initial,39,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3017660072,3,1766,72,40.692987804386,-73.950380360931,"{'latitude': '40.692987804386', 'longitude': '-73.950380360931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049079,Bedford-Stuyvesant (West),,
PC8763307,2026-09-02T09:32:00.000,Stoppage,720,EAST 9 STREET,10009,Manhattan,Stoppage done,,,1003780017,1,378,17,40.724950889628,-73.977216651551,"{'latitude': '40.724950889628', 'longitude': '-73.977216651551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1084876,East Village,,
PC8746504,2026-09-02T09:33:43.000,Treatments,205,EAST 115 STREET,10029,Manhattan,Bait applied,,,1016650005,1,1665,5,40.797209902655,-73.940388132783,"{'latitude': '40.797209902655', 'longitude': '-73.940388132783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,188,1052519,East Harlem (North),,
PC8735497,2026-09-02T09:34:45.000,Treatments,2371,HUGHES AVENUE,10458,Bronx,Bait applied,,,2030730051,2,3073,51,40.854776669648,-73.887237284553,"{'latitude': '40.854776669648', 'longitude': '-73.887237284553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2012145,Belmont,,
PC8763306,2026-09-02T09:35:00.000,Stoppage,140,AVENUE C,10009,Manhattan,Stoppage done,,,1003780009,1,378,9,40.725137700401,-73.978071641896,"{'latitude': '40.725137700401', 'longitude': '-73.978071641896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1004529,East Village,,
PC8771943,2026-09-02T09:35:49.000,Initial,833,ST MARKS AVENUE,11213,Brooklyn,Failed for Other Reason,COTA,Harborage,3012210048,3,1221,48,40.674930158326,-73.944874441483,"{'latitude': '40.674930158326', 'longitude': '-73.944874441483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3030741,Crown Heights (North),,
PC8770835,2026-09-02T09:37:00.000,Initial,101,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018380087,3,1838,87,40.681881923223,-73.949184427485,"{'latitude': '40.681881923223', 'longitude': '-73.949184427485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052726,Bedford-Stuyvesant (West),,
PC8771938,2026-09-02T09:39:00.000,Initial,103,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018380086,3,1838,86,40.681890130358,-73.949123128108,"{'latitude': '40.681890130358', 'longitude': '-73.949123128108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052725,Bedford-Stuyvesant (West),,
PC8766023,2026-09-02T09:39:07.000,Initial,70,KIMBERLY LANE,10304,Staten Island,Failed for Other Reason,COTA,Garbage,5028670214,5,2867,214,40.617790337413,-74.077104425162,"{'latitude': '40.617790337413', 'longitude': '-74.077104425162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,49,4001,5129369,Tompkinsville-Stapleton-Clifton-Fox Hills,962844,164366
PC8761474,2026-09-02T09:40:00.000,Stoppage,102,AVENUE C,10009,Manhattan,Stoppage done,,,1003760007,1,376,7,40.7239438899,-73.978941506339,"{'latitude': '40.7239438899', 'longitude': '-73.978941506339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1004469,East Village,,
PC8772562,2026-09-02T09:40:00.000,Initial,51,HART STREET,11206,Brooklyn,Failed for Rat Activity,,Droppings,3017660066,3,1766,66,40.693031557811,-73.9500052958,"{'latitude': '40.693031557811', 'longitude': '-73.9500052958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049072,Bedford-Stuyvesant (West),,
PC8772750,2026-09-02T09:40:00.000,Initial,105,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Runways,3018380085,3,1838,85,40.681898337459,-73.949061828716,"{'latitude': '40.681898337459', 'longitude': '-73.949061828716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052724,Bedford-Stuyvesant (West),,
PC8679558,2026-09-02T09:40:02.000,Treatments,530,GRAND STREET,10002,Manhattan,Bait applied,,,1003310120,1,331,120,40.714406252871,-73.981437135218,"{'latitude': '40.714406252871', 'longitude': '-73.981437135218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,12,1076783,Lower East Side,,
PC8773982,2026-09-02T09:40:06.000,Initial,1402,WEBSTER AVENUE,10456,Bronx,Failed for Rat Activity and Other Reason,City Agency Referral,"Burrows, Garbage, Harborage",2028950001,2,2895,1,40.836382907992,-73.9072931064,"{'latitude': '40.836382907992', 'longitude': '-73.9072931064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,14702,2092078,Claremont Village-Claremont (East),,
PC8590373,2026-09-02T09:40:50.000,Treatments,31,EAST   21 STREET,11226,Brooklyn,Bait applied,,,3050630017,3,5063,17,40.653626190443,-73.960616115797,"{'latitude': '40.653626190443', 'longitude': '-73.960616115797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,50803,3116157,Flatbush,,
PC8703986,2026-09-02T09:41:34.000,Treatments,1962,CROSS BRONX EXPWY,10472,Bronx,Bait applied,,,2037940043,2,3794,43,40.832278813614,-73.858192820983,"{'latitude': '40.832278813614', 'longitude': '-73.858192820983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,72,2025922,Castle Hill-Unionport,,
PC8772509,2026-09-02T09:42:47.000,Initial,55,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3017660064,3,1766,64,40.693045228141,-73.949882678724,"{'latitude': '40.693045228141', 'longitude': '-73.949882678724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3259359,Bedford-Stuyvesant (West),,
PC8667150,2026-09-02T09:43:00.000,Treatments,11,WEST 172 STREET,10452,Bronx,Bait applied,,,2028590092,2,2859,92,40.842288727488,-73.916938384326,"{'latitude': '40.842288727488', 'longitude': '-73.916938384326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,209,2008337,Mount Eden-Claremont (West),,
PC8739033,2026-09-02T09:43:29.000,Treatments,165,WEST   80 STREET,10024,Manhattan,Bait applied,,,1012110007,1,1211,7,40.783548755889,-73.977156802381,"{'latitude': '40.783548755889', 'longitude': '-73.977156802381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,165,1031954,Upper West Side (Central),990576,224748
PC8771806,2026-09-02T09:44:17.000,Initial,59,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows, Runways",3017660062,3,1766,62,40.693058896758,-73.949756455516,"{'latitude': '40.693058896758', 'longitude': '-73.949756455516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049067,Bedford-Stuyvesant (West),,
PC8763389,2026-09-02T09:45:00.000,Stoppage,56,AVENUE C,10009,Manhattan,Stoppage done,,,1003740002,1,374,2,40.72251954136,-73.979977362992,"{'latitude': '40.72251954136', 'longitude': '-73.979977362992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2601,1004409,East Village,,
PC8766142,2026-09-02T09:45:00.000,Initial,86-38,SAINT JAMES AVENUE,11373,Queens,Failed for Other Reason,COTA,Animal Nuisance,4015820025,4,1582,25,40.740110975303,-73.878212019311,"{'latitude': '40.740110975303', 'longitude': '-73.878212019311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,25,471,4039455,Elmhurst,1017999,208945
PC8760894,2026-09-02T09:46:00.000,Initial,775,WOODWARD AVENUE,11385,Queens,Failed for Rat Activity,COTA,"Droppings, Burrows",4034810014,4,3481,14,40.703846781395,-73.903900314618,"{'latitude': '40.703846781395', 'longitude': '-73.903900314618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,589,4083310,Ridgewood,1010895,195724
PC8724954,2026-09-02T09:47:00.000,Treatments,458,WEST 52 STREET,10019,Manhattan,Bait applied,,,1010610060,1,1061,60,40.765396752497,-73.989642870277,"{'latitude': '40.765396752497', 'longitude': '-73.989642870277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,1085438,Hell's Kitchen,,
PC8773071,2026-09-02T09:49:00.000,Initial,113,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,"Burrows, Runways",3018380080,3,1838,80,40.681925674379,-73.948813029748,"{'latitude': '40.681925674379', 'longitude': '-73.948813029748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052719,Bedford-Stuyvesant (West),,
PC8712342,2026-09-02T09:49:45.000,Treatments,2503,Hughes  Avenue,10458,Bronx,Bait applied,,,2030780026,2,3078,26,40.857765924274,-73.884712507011,"{'latitude': '40.857765924274', 'longitude': '-73.884712507011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012268,Belmont,,
PC8763388,2026-09-02T09:51:00.000,Stoppage,305,EAST 4 STREET,10009,Manhattan,Stoppage done,,,1003747501,1,374,7501,40.722179180793,-73.979923350684,"{'latitude': '40.722179180793', 'longitude': '-73.979923350684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2601,1004424,East Village,,
PC8724552,2026-09-02T09:51:42.000,Treatments,406,WEST 52 STREET,10019,Manhattan,Bait applied,,,1010610136,1,1061,136,40.764952001502,-73.988585212734,"{'latitude': '40.764952001502', 'longitude': '-73.988585212734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,1026738,Hell's Kitchen,,
PC8772925,2026-09-02T09:51:52.000,Initial,61,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3017660061,3,1766,61,40.693067104193,-73.949695145894,"{'latitude': '40.693067104193', 'longitude': '-73.949695145894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049066,Bedford-Stuyvesant (West),,
PC8749898,2026-09-02T09:53:00.000,Compliance,275,EAST 194 STREET,10458,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2032940001,2,3294,1,40.864821877618,-73.892430027255,"{'latitude': '40.864821877618', 'longitude': '-73.892430027255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40501,2016832,Bedford Park,,
PC8771431,2026-09-02T09:53:40.000,Initial,63,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Burrows,3017660060,3,1766,60,40.693072566822,-73.949633838339,"{'latitude': '40.693072566822', 'longitude': '-73.949633838339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049071,Bedford-Stuyvesant (West),,
PC8753054,2026-09-02T09:53:48.000,Treatments,1350,BEDFORD AVENUE,11216,Brooklyn,Bait applied,,,3012050028,3,1205,28,40.677206337153,-73.952717516337,"{'latitude': '40.677206337153', 'longitude': '-73.952717516337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,3029966,Crown Heights (North),997365,186007
PC8750992,2026-09-02T09:54:23.000,Compliance,715,SACKETT STREET,11217,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,3009490055,3,949,55,40.677274835613,-73.980614703283,"{'latitude': '40.677274835613', 'longitude': '-73.980614703283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,131,3019567,Park Slope,989627,186029
PC8732118,2026-09-02T09:54:51.000,Treatments,157,WEST   80 STREET,10024,Manhattan,Bait applied,,,1012110011,1,1211,11,40.783419689583,-73.976842690276,"{'latitude': '40.783419689583', 'longitude': '-73.976842690276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,165,1031958,Upper West Side (Central),990663,224701
PC8716737,2026-09-02T09:55:00.000,Treatments,950,UNDERHILL AVENUE,10473,Bronx,Bait applied,,,2036700001,2,3670,1,40.824687366999,-73.860857571957,"{'latitude': '40.824687366999', 'longitude': '-73.860857571957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,42,2022642,Soundview-Clason Point,1022759,239766
PC8678131,2026-09-02T09:55:02.000,Treatments,125,MADISON STREET,10002,Manhattan,Bait applied,,,1002750001,1,275,1,40.712346274018,-73.993947236584,"{'latitude': '40.712346274018', 'longitude': '-73.993947236584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003278,Chinatown-Two Bridges,,
PC8771379,2026-09-02T09:55:07.000,Initial,67,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows",3017660058,3,1766,58,40.693088979938,-73.949507612941,"{'latitude': '40.693088979938', 'longitude': '-73.949507612941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049069,Bedford-Stuyvesant (West),,
PC8743208,2026-09-02T09:55:13.000,Compliance,2063,CRESTON AVENUE,10453,Bronx,Failed for Rat Activity,Summons Issued,Droppings,2031690055,2,3169,55,40.853235951474,-73.904384913923,"{'latitude': '40.853235951474', 'longitude': '-73.904384913923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,241,2013845,Mount Hope,,
PC8748503,2026-09-02T09:56:37.000,Treatments,107,EAST 130 STREET,10037,Manhattan,Bait applied,,,,1,1779,7,40.808046717765,-73.936300061221,"{'latitude': '40.808046717765', 'longitude': '-73.936300061221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,242,,East Harlem (North),,
PC8698892,2026-09-02T09:58:54.000,Treatments,1451,CROMWELL AVENUE,10452,Bronx,Bait applied,,,2028720177,2,2872,177,40.842034879292,-73.9189156646,"{'latitude': '40.842034879292', 'longitude': '-73.9189156646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,21302,2008684,Mount Eden-Claremont (West),,
PC8771003,2026-09-02T09:59:12.000,Initial,71,HART STREET,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3017660056,3,1766,56,40.693102649734,-73.949384995657,"{'latitude': '40.693102649734', 'longitude': '-73.949384995657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3259361,Bedford-Stuyvesant (West),,
PC8765168,2026-09-02T10:00:00.000,Treatments,1129,HALSEY STREET,11207,Brooklyn,Bait applied,,,3034037501,3,3403,7501,40.68955534849,-73.911468127441,"{'latitude': '40.68955534849', 'longitude': '-73.911468127441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,413,3078582,Bushwick (East),,
PC8772355,2026-09-02T10:00:00.000,Initial,129,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018380071,3,1838,71,40.681983091372,-73.948315429062,"{'latitude': '40.681983091372', 'longitude': '-73.948315429062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052710,Bedford-Stuyvesant (West),,
PC8766459,2026-09-02T10:00:02.000,Initial,635,9 AVENUE,10036,Manhattan,Failed for Other Reason,COTA,Mice,1010540034,1,1054,34,40.760148919682,-73.991387188228,"{'latitude': '40.760148919682', 'longitude': '-73.991387188228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12102,1026419,Hell's Kitchen,986636,216222
PC8774325,2026-09-02T10:00:28.000,Initial,303,Rider Avenue,10451,Bronx,Failed for Rat Activity and Other Reason,COTA,"Burrows, Harborage",2023400372,2,2340,372,40.812940554636,-73.927000129683,"{'latitude': '40.812940554636', 'longitude': '-73.927000129683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,8,51,2095734,Mott Haven-Port Morris,,
PC8769131,2026-09-02T10:00:46.000,Initial,4154,BRONXWOOD AVENUE,10466,Bronx,Failed for Other Reason,COTA,"Harborage, Animal Nuisance",2048670043,2,4867,43,40.890410265595,-73.852248849514,"{'latitude': '40.890410265595', 'longitude': '-73.852248849514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,12,424,2064748,Wakefield-Woodlawn,1025101,263715
PC8710835,2026-09-02T10:00:57.000,Treatments,328,WEST   49 STREET,10019,Manhattan,Bait applied,,,1010390050,1,1039,50,40.762209918779,-73.987903424636,"{'latitude': '40.762209918779', 'longitude': '-73.987903424636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,127,1025154,Hell's Kitchen,987601,216973
PC8732047,2026-09-02T10:01:00.000,Initial,245,EAST  110 STREET,10029,Manhattan,Failed for Other Reason,,"Garbage, Harborage",1016600019,1,1660,19,40.793694583845,-73.941763683583,"{'latitude': '40.793694583845', 'longitude': '-73.941763683583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,180,1052463,East Harlem (North),1000375,228449
PC8771786,2026-09-02T10:01:39.000,Initial,73,HART STREET,11206,Brooklyn,Failed for Rat Activity,,Droppings,3017660055,3,1766,55,40.69311085697,-73.949323685949,"{'latitude': '40.69311085697', 'longitude': '-73.949323685949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3259362,Bedford-Stuyvesant (West),,
PC8771891,2026-09-02T10:01:42.000,Initial,777,ST MARKS AVENUE,11213,Brooklyn,Failed for Rat Activity,COTA,Burrows,3012210018,3,1221,18,40.675010471712,-73.946381307958,"{'latitude': '40.675010471712', 'longitude': '-73.946381307958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3324476,Crown Heights (North),,
PC8771148,2026-09-02T10:02:00.000,Initial,131,HALSEY STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018380070,3,1838,70,40.681991298041,-73.948254129485,"{'latitude': '40.681991298041', 'longitude': '-73.948254129485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3052709,Bedford-Stuyvesant (West),,
PC8753120,2026-09-02T10:03:00.000,Compliance,201,ROEBLING STREET,11211,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3024080001,3,2408,1,40.712446104421,-73.958871445333,"{'latitude': '40.712446104421', 'longitude': '-73.958871445333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,523,3062999,Williamsburg,995652,198845
PC8749209,2026-09-02T10:04:00.000,Compliance,352,STATE STREET,11217,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",3001770010,3,177,10,40.688084516045,-73.985778677286,"{'latitude': '40.688084516045', 'longitude': '-73.985778677286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,41,3000653,Downtown Brooklyn-DUMBO-Boerum Hill,988194,189967
PC8764163,2026-09-02T10:05:00.000,Stoppage,36,AVENUE A,10009,Manhattan,Stoppage done,,,1003980006,1,398,6,40.72343985899,-73.985417545877,"{'latitude': '40.72343985899', 'longitude': '-73.985417545877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,3002,1004965,East Village,,
PC8750010,2026-09-02T10:05:00.000,Compliance,2650,BRIGGS AVENUE,10458,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2032940008,2,3294,8,40.865466837516,-73.892374747909,"{'latitude': '40.865466837516', 'longitude': '-73.892374747909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40501,2016833,Bedford Park,,
PC8748298,2026-09-02T10:07:00.000,Compliance,87-09,51 AVENUE,11373,Queens,Failed for Rat Activity,Summons Issued,"Burrows, Runways",4018350090,4,1835,90,40.738994357671,-73.876117482434,"{'latitude': '40.738994357671', 'longitude': '-73.876117482434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,25,471,4045193,Elmhurst,1018580,208539
PC8695287,2026-09-02T10:09:00.000,Treatments,1319,BEDFORD AVENUE,11216,Brooklyn,Bait applied,,,3012000004,3,1200,4,40.678145109706,-73.952861059112,"{'latitude': '40.678145109706', 'longitude': '-73.952861059112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3029754,Crown Heights (North),,
