job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,letter_type,observations,x_coord,y_coord
PC8554036,2026-09-08T12:10:53.000,Treatments,1734,Amsterdam Ave,10031,Manhattan,Bait applied,1020770036,1,2077,36,40.82574213954,-73.947242198366,"{'latitude': '40.82574213954', 'longitude': '-73.947242198366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061946,Hamilton Heights-Sugar Hill,,,,
PC8770443,2026-09-08T12:11:00.000,Initial,2244,ADAM C POWELL BLVD,10027,Manhattan,Failed for Rat Activity,1019380029,1,1938,29,40.813477597279,-73.945044639653,"{'latitude': '40.813477597279', 'longitude': '-73.945044639653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,226,1058778,Harlem (North),COTA,Burrows,,
PC8547193,2026-09-08T12:11:22.000,Treatments,210,WEST  251 STREET,10471,Bronx,Bait applied,2058141155,2,5814,1155,40.89577275042,-73.896901151204,"{'latitude': '40.89577275042', 'longitude': '-73.896901151204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,351,2084347,Riverdale-Spuyten Duyvil,,,1012753,265651
PC8712372,2026-09-08T12:13:00.000,Compliance,88,16 STREET,11215,Brooklyn,Failed for Rat Activity,3010510024,3,1051,24,40.666596348059,-73.993216056368,"{'latitude': '40.666596348059', 'longitude': '-73.993216056368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,117,3024073,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Summons Issued,"Droppings, Runways",986135,182136
PC8775247,2026-09-08T12:14:57.000,Initial,5073,BROADWAY,10034,Manhattan,Failed for Other Reason,1022430266,1,2243,266,40.87054979931,-73.91497213793,"{'latitude': '40.87054979931', 'longitude': '-73.91497213793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,307,1065014,Inwood,,Harborage,1007766,256456
PC8773137,2026-09-08T12:16:55.000,Initial,711,AMSTERDAM AVENUE,10025,Manhattan,Failed for Rat Activity,1012250001,1,1225,1,40.793025016856,-73.971097022718,"{'latitude': '40.793025016856', 'longitude': '-73.971097022718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,181,1032551,Upper West Side (Central),,"Droppings, Burrows, Runways",992253,228201
PC8766448,2026-09-08T12:17:00.000,Initial,202-16,109 AVENUE,11412,Queens,Failed for Rat Activity and Other Reason,4109050016,4,10905,16,40.707788681007,-73.756073466965,"{'latitude': '40.707788681007', 'longitude': '-73.756073466965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,27,508,4451961,Hollis,COTA,"Burrows, Garbage",1051878,197240
PC8770216,2026-09-08T12:19:00.000,Initial,221,WEST 132 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,1019380024,1,1938,24,40.813758006734,-73.945983695669,"{'latitude': '40.813758006734', 'longitude': '-73.945983695669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,226,1058777,Harlem (North),COTA,"Gnawing, Harborage",,
PC8624143,2026-09-08T12:20:24.000,Compliance,1548,BRYANT AVENUE,10460,Bronx,Failed for Rat Activity,2030010017,2,3001,17,40.833688383311,-73.886760013248,"{'latitude': '40.833688383311', 'longitude': '-73.886760013248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2010875,Crotona Park East,Summons Issued,"Droppings, Gnawing",1015586,243035
PC8557891,2026-09-08T12:20:30.000,Treatments,531,West 145 St,10031,Manhattan,Bait applied,1020770012,1,2077,12,40.825654922162,-73.948597253874,"{'latitude': '40.825654922162', 'longitude': '-73.948597253874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061931,Hamilton Heights-Sugar Hill,,,,
PC8725507,2026-09-08T12:20:59.000,Compliance,718,CALHOUN AVENUE,10465,Bronx,Failed for Other Reason,2055440123,2,5544,123,40.825650057286,-73.824285329298,"{'latitude': '40.825650057286', 'longitude': '-73.824285329298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,13,152,2080042,Throgs Neck-Schuylerville,Summons Issued,Harborage,1032880,240135
PC8774040,2026-09-08T12:22:00.000,Initial,54,MARKET STREET,10002,Manhattan,Failed for Rat Activity,1002740044,1,274,44,40.711767144753,-73.994279142402,"{'latitude': '40.711767144753', 'longitude': '-73.994279142402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003276,Chinatown-Two Bridges,COTA,Burrows,,
PC8680651,2026-09-08T12:22:38.000,Treatments,244,FIELDSTON TERRACE,10471,Bronx,Bait applied,2058271620,2,5827,1620,40.89567222783,-73.898058785763,"{'latitude': '40.89567222783', 'longitude': '-73.898058785763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,351,2084561,Riverdale-Spuyten Duyvil,,,1012414,265624
PC8770451,2026-09-08T12:24:15.000,Initial,289,BONNER PLACE,10456,Bronx,Failed for Rat Activity,2024230016,2,2423,16,40.827683934045,-73.91688803134,"{'latitude': '40.827683934045', 'longitude': '-73.91688803134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,2001993,Concourse-Concourse Village,COTA,Burrows,,
PC8767800,2026-09-08T12:25:00.000,Initial,241,46 STREET,11220,Brooklyn,Failed for Rat Activity,3007450065,3,745,65,40.650758363666,-74.013633125964,"{'latitude': '40.650758363666', 'longitude': '-74.013633125964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,2,3000000,Sunset Park (West),,Droppings,980467,176368
PC8774286,2026-09-08T12:26:57.000,Initial,108,PARK TERRACE EAST,10034,Manhattan,Failed for Rat Activity,1022430278,1,2243,278,40.87137895985,-73.915314573771,"{'latitude': '40.87137895985', 'longitude': '-73.915314573771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,307,1065019,Inwood,,Droppings,1007671,256758
PC8770028,2026-09-08T12:27:00.000,Initial,235,WEST 132 STREET,10027,Manhattan,Failed for Rat Activity,1019380019,1,1938,19,40.813876161202,-73.946261773784,"{'latitude': '40.813876161202', 'longitude': '-73.946261773784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,226,1058775,Harlem (North),COTA,Droppings,,
PC8770045,2026-09-08T12:27:15.000,Initial,285,BONNER PLACE,10456,Bronx,Failed for Rat Activity and Other Reason,2024230018,2,2423,18,40.827656426498,-73.916804957485,"{'latitude': '40.827656426498', 'longitude': '-73.916804957485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,2000000,Concourse-Concourse Village,,"Burrows, Harborage",,
PC8747631,2026-09-08T12:29:00.000,Initial,27,AUDUBON AVENUE,10032,Manhattan,Failed for Rat Activity,1021230052,1,2123,52,40.839615451735,-73.938983874678,"{'latitude': '40.839615451735', 'longitude': '-73.938983874678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,251,1062958,Washington Heights (South),,Burrows,,
PC8770573,2026-09-08T12:30:15.000,Initial,275,BONNER PLACE,10456,Bronx,Failed for Other Reason,,2,2423,20,40.827587656057,-73.916595466451,"{'latitude': '40.827587656057', 'longitude': '-73.916595466451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,,Concourse-Concourse Village,COTA,Harborage,,
PC8558786,2026-09-08T12:30:37.000,Treatments,3543,Broadway,10031,Manhattan,Bait applied,1020920026,1,2092,26,40.826569692997,-73.950352630669,"{'latitude': '40.826569692997', 'longitude': '-73.950352630669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062380,Hamilton Heights-Sugar Hill,,,,
PC8766646,2026-09-08T12:33:07.000,Initial,81,FEATHERBED LANE,10452,Bronx,Failed for Other Reason,2028760037,2,2876,37,40.846299373734,-73.917753831035,"{'latitude': '40.846299373734', 'longitude': '-73.917753831035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,21502,2008809,University Heights (South)-Morris Heights,,Harborage,,
PC8650392,2026-09-08T12:35:27.000,Treatments,170,WEST  233 STREET,10463,Bronx,Bait applied,2032670110,2,3267,110,40.880292111291,-73.902736609583,"{'latitude': '40.880292111291', 'longitude': '-73.902736609583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,283,2016171,Kingsbridge-Marble Hill,,,1011115,260026
PC8605384,2026-09-08T12:36:50.000,Compliance,4575,PARK AVENUE,10458,Bronx,Failed for Rat Activity,2030310069,2,3031,69,40.856775723654,-73.893936084184,"{'latitude': '40.856775723654', 'longitude': '-73.893936084184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,38304,2011213,Belmont,Summons Issued,Burrows,,
PC8770368,2026-09-08T12:37:15.000,Initial,946,COLLEGE AVENUE,10456,Bronx,Failed for Other Reason,2024230065,2,2423,65,40.827359360734,-73.915934503314,"{'latitude': '40.827359360734', 'longitude': '-73.915934503314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,2116172,Concourse-Concourse Village,COTA,Harborage,,
PC8768771,2026-09-08T12:38:00.000,Initial,110,15 STREET,11215,Brooklyn,Failed for Other Reason,3010460023,3,1046,23,40.667329190429,-73.992996095719,"{'latitude': '40.667329190429', 'longitude': '-73.992996095719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,117,3023853,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,,Harborage,986193,182405
PC8560503,2026-09-08T12:40:59.000,Treatments,3501,Broadway,10031,Manhattan,Bait applied,1020900029,1,2090,29,40.825227935583,-73.95133644586,"{'latitude': '40.825227935583', 'longitude': '-73.95133644586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062361,Hamilton Heights-Sugar Hill,,,,
PC8672088,2026-09-08T12:44:24.000,Compliance,931,EAST 174 STREET,10460,Bronx,Failed for Rat Activity,2029910026,2,2991,26,40.837199362079,-73.887223824772,"{'latitude': '40.837199362079', 'longitude': '-73.887223824772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,161,2010684,Crotona Park East,Summons Issued,Runways,,
PC8594232,2026-09-08T12:47:22.000,Treatments,3010,BAILEY AVENUE,10463,Bronx,Bait applied,2032600050,2,3260,50,40.876496979351,-73.90371490588,"{'latitude': '40.876496979351', 'longitude': '-73.90371490588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,277,2015913,Kingsbridge Heights-Van Cortlandt Village,,,1010877,258626
PC8560508,2026-09-08T12:50:09.000,Treatments,3513,Broadway,10031,Manhattan,Bait applied,1020900036,1,2090,36,40.825601103613,-73.951061561613,"{'latitude': '40.825601103613', 'longitude': '-73.951061561613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1062362,Hamilton Heights-Sugar Hill,,,,
PC8766700,2026-09-08T12:53:00.000,Initial,99,FEATHERBED LANE,10452,Bronx,Failed for Other Reason,2028760043,2,2876,43,40.846225647568,-73.918288856537,"{'latitude': '40.846225647568', 'longitude': '-73.918288856537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,21502,2008811,University Heights (South)-Morris Heights,,Harborage,,
PC8768980,2026-09-08T12:53:00.000,Initial,475,DEKALB AVENUE,11205,Brooklyn,Failed for Rat Activity and Other Reason,3019260075,3,1926,75,40.690597455983,-73.958134936871,"{'latitude': '40.690597455983', 'longitude': '-73.958134936871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,235,3055173,Bedford-Stuyvesant (West),COTA,"Burrows, Runways, Harborage",995860,190885
PC8738974,2026-09-08T13:00:24.000,Compliance,1806,VYSE AVENUE,10460,Bronx,Failed for Rat Activity and Other Reason,2029980018,2,2998,18,40.83770807326,-73.88539429746,"{'latitude': '40.83770807326', 'longitude': '-73.88539429746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,161,2010808,Crotona Park East,Summons Issued,"Droppings, Burrows, Harborage",1015962,244500
PC8604467,2026-09-08T13:00:28.000,Treatments,2880,BAILEY AVENUE,10463,Bronx,Bait applied,2032600020,2,3260,20,40.875490161157,-73.904309396174,"{'latitude': '40.875490161157', 'longitude': '-73.904309396174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,273,2015888,Kingsbridge Heights-Van Cortlandt Village,,,1010713,258259
PC8746871,2026-09-08T13:01:00.000,Treatments,425,PACIFIC STREET,11217,Brooklyn,Bait applied,3001840046,3,184,46,40.68583357659,-73.984070062186,"{'latitude': '40.68583357659', 'longitude': '-73.984070062186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,41,3000951,Downtown Brooklyn-DUMBO-Boerum Hill,,,988668,189147
PC8769091,2026-09-08T13:04:31.000,Initial,58,CHESTER AVENUE,11218,Brooklyn,Failed for Rat Activity,3053060123,3,5306,123,40.644178851429,-73.984238596285,"{'latitude': '40.644178851429', 'longitude': '-73.984238596285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,39,498,3123647,Kensington,COTA,Rats,988624,173971
PC8776194,2026-09-08T13:04:55.000,Initial,,,10314,Staten Island,Failed for Other Reason,,5,2636,24,,,,,,,,,COTA,Harborage,,
PC8691522,2026-09-08T13:07:40.000,Compliance,254,WEST  154 STREET,10039,Manhattan,Failed for Other Reason,1020390055,1,2039,55,40.828083649259,-73.936848113431,"{'latitude': '40.828083649259', 'longitude': '-73.936848113431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,236,1060623,Harlem (North),,Harborage,1001727,240979
PC8774964,2026-09-08T13:10:17.000,Initial,209,HENRY STREET,10002,Manhattan,Failed for Rat Activity,1002860001,1,286,1,40.713660414826,-73.986768786837,"{'latitude': '40.713660414826', 'longitude': '-73.986768786837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,201,1003705,Chinatown-Two Bridges,COTA,Droppings,,
PC8669832,2026-09-08T13:12:50.000,Compliance,480,EAST  188 STREET,10458,Bronx,Failed for Other Reason,2030570011,2,3057,11,40.85828200036,-73.890390896547,"{'latitude': '40.85828200036', 'longitude': '-73.890390896547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,2011753,Belmont,Summons Issued,Harborage,1014570,251994
PC8766802,2026-09-08T13:14:38.000,Initial,115,FEATHERBED LANE,10452,Bronx,Failed for Rat Activity,2028760051,2,2876,51,40.846154648323,-73.918802191014,"{'latitude': '40.846154648323', 'longitude': '-73.918802191014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,21502,2008815,University Heights (South)-Morris Heights,,Runways,,
PC8766917,2026-09-08T13:18:59.000,Initial,1600,NELSON AVENUE,10453,Bronx,Failed for Rat Activity and Other Reason,2028760001,2,2876,1,40.846396553986,-73.919325986675,"{'latitude': '40.846396553986', 'longitude': '-73.919325986675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,21502,2008793,University Heights (South)-Morris Heights,,"Runways, Harborage",,
PC8758818,2026-09-08T13:20:00.000,Treatments,581,PARK PLACE,11238,Brooklyn,Bait applied,3011630081,3,1163,81,40.674587395461,-73.958721838326,"{'latitude': '40.674587395461', 'longitude': '-73.958721838326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,3029028,Crown Heights (North),,,,
PC8748312,2026-09-08T13:20:00.000,Compliance,518,39 STREET,11232,Brooklyn,Failed for Rat Activity,3009130013,3,913,13,40.650882642344,-74.00330107499,"{'latitude': '40.650882642344', 'longitude': '-74.00330107499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,88,3017795,Sunset Park (Central),,"Droppings, Burrows, Runways",983325,176420
PC8774174,2026-09-08T13:23:16.000,Initial,30,MARKET STREET,10002,Manhattan,Failed for Rat Activity,1002750022,1,275,22,40.712719586056,-73.994408917735,"{'latitude': '40.712719586056', 'longitude': '-73.994408917735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003281,Chinatown-Two Bridges,COTA,"Droppings, Burrows",,
PC8774190,2026-09-08T13:29:58.000,Initial,143,BOWERY,10002,Manhattan,Failed for Other Reason,1004230008,1,423,8,40.719043539421,-73.994552684916,"{'latitude': '40.719043539421', 'longitude': '-73.994552684916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,18,1005634,Lower East Side,COTA,Harborage,,
PC8731667,2026-09-08T13:31:00.000,Treatments,588,PARK PLACE,11238,Brooklyn,Bait applied,3011680030,3,1168,30,40.674535179657,-73.958541616915,"{'latitude': '40.674535179657', 'longitude': '-73.958541616915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,217,3029268,Crown Heights (North),,,,
PC8758668,2026-09-08T13:33:22.000,Initial,521,GANSEVOORT BOULEVARD,10314,Staten Island,Failed for Other Reason,5008010144,5,801,144,40.598569662005,-74.125522281175,"{'latitude': '40.598569662005', 'longitude': '-74.125522281175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,50,18704,5020705,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,COTA,Harborage,949392,157379
PC8758710,2026-09-08T13:42:00.000,Treatments,623,PARK PLACE,11238,Brooklyn,Bait applied,3011630064,3,1163,64,40.674282182112,-73.957240346924,"{'latitude': '40.674282182112', 'longitude': '-73.957240346924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,3029020,Crown Heights (North),,,,
PC8639113,2026-09-08T13:42:12.000,Compliance,2046,MAPES AVENUE,10460,Bronx,Failed for Rat Activity,2031080001,2,3108,1,40.845682453964,-73.886316632935,"{'latitude': '40.845682453964', 'longitude': '-73.886316632935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,36501,2012952,Tremont,Summons Issued,"Droppings, Burrows, Gnawing, Rats",,
PC8713598,2026-09-08T13:49:07.000,Treatments,654,HART STREET,11221,Brooklyn,Bait applied,3032280014,3,3228,14,40.698426287241,-73.926790608896,"{'latitude': '40.698426287241', 'longitude': '-73.926790608896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,423,3000000,Bushwick (West),,,,
PC8590289,2026-09-08T13:53:00.000,Treatments,637,PARK PLACE,11238,Brooklyn,Bait applied,3011630054,3,1163,54,40.674216183269,-73.956908723901,"{'latitude': '40.674216183269', 'longitude': '-73.956908723901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,3029013,Crown Heights (North),,,996203,184917
PC8763696,2026-09-08T13:57:43.000,Compliance,1358,DEKALB AVENUE,11221,Brooklyn,Failed for Rat Activity,3032450021,3,3245,21,40.69883108989,-73.924593867007,"{'latitude': '40.69883108989', 'longitude': '-73.924593867007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3073797,Bushwick (West),,Droppings,,
PC8761410,2026-09-08T14:06:21.000,Initial,161,PARKINSON AVENUE,10305,Staten Island,Failed for Other Reason,5032360042,5,3236,42,40.597318186222,-74.083209413574,"{'latitude': '40.597318186222', 'longitude': '-74.083209413574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,50,64,5047515,Grasmere-Arrochar-South Beach-Dongan Hills,COTA,Harborage,961142,156909
PC8775652,2026-09-08T14:34:31.000,Initial,2416,NEWKIRK AVENUE,11226,Brooklyn,Failed for Rat Activity,3052110044,3,5211,44,40.639633543298,-73.953918880419,"{'latitude': '40.639633543298', 'longitude': '-73.953918880419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,45,79002,3120351,East Flatbush-Erasmus,COTA,"Droppings, Burrows",997039,172318
PC8763878,2026-09-08T14:41:43.000,Compliance,702,HART STREET,11221,Brooklyn,Failed for Other Reason,3032340020,3,3234,20,40.699229588986,-73.925368794515,"{'latitude': '40.699229588986', 'longitude': '-73.925368794515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,423,3000000,Bushwick (West),,Harborage,,
PC8694833,2026-09-08T14:53:00.000,Initial,787,HART STREET,11237,Brooklyn,Failed for Rat Activity,3032190039,3,3219,39,40.700982386293,-73.923678976347,"{'latitude': '40.700982386293', 'longitude': '-73.923678976347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,429,3073186,Bushwick (West),,"Droppings, Burrows, Runways",,
PC8758687,2026-09-08T15:08:40.000,Initial,30,WINDOM AVENUE,10305,Staten Island,Failed for Other Reason,5031190059,5,3119,59,40.596369449642,-74.064732309261,"{'latitude': '40.596369449642', 'longitude': '-74.064732309261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,50,74,5106139,Grasmere-Arrochar-South Beach-Dongan Hills,COTA,Harborage,966273,156559
PC8763391,2026-09-08T15:25:43.000,Initial,141,FREMONT AVENUE,10306,Staten Island,Failed for Other Reason,5036030016,5,3603,16,40.578519715643,-74.108694626891,"{'latitude': '40.578519715643', 'longitude': '-74.108694626891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,50,122,5051944,New Dorp-Midland Beach,COTA,Harborage,954056,150068
