job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,letter_type,observations,x_coord,y_coord
PC8729034,2026-09-09T11:32:00.000,Treatments,325,EAST 165 STREET,10456,Bronx,Bait applied,2024330040,2,2433,40,40.828651057811,-73.914476640423,"{'latitude': '40.828651057811', 'longitude': '-73.914476640423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2000000,Concourse-Concourse Village,,,,
PC8664084,2026-09-09T11:33:00.000,Treatments,547,HALSEY STREET,11233,Brooklyn,Bait applied,3016610071,3,1661,71,40.683999483223,-73.930772659201,"{'latitude': '40.683999483223', 'longitude': '-73.930772659201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3046187,Bedford-Stuyvesant (East),,,,
PC8712701,2026-09-09T11:33:25.000,Treatments,193,KNICKERBOCKER AVENUE,11237,Brooklyn,Bait applied,3031750008,3,3175,8,40.703602917364,-73.926774082116,"{'latitude': '40.703602917364', 'longitude': '-73.926774082116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,427,3072345,Bushwick (West),,,,
PC8750138,2026-09-09T11:34:33.000,Compliance,545,WEST 144 STREET,10031,Manhattan,Failed for Rat Activity,1020760014,1,2076,14,40.82509808168,-73.949367311317,"{'latitude': '40.82509808168', 'longitude': '-73.949367311317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061901,Hamilton Heights-Sugar Hill,,"Droppings, Burrows",,
PC8684071,2026-09-09T11:35:37.000,Treatments,7,WEST  108 STREET,10025,Manhattan,Bait applied,1018440025,1,1844,25,40.799518322287,-73.959467577478,"{'latitude': '40.799518322287', 'longitude': '-73.959467577478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,193,1055722,Upper West Side-Manhattan Valley,,,995472,230568
PC8707692,2026-09-09T11:35:55.000,Treatments,2070,POWELL AVENUE,10472,Bronx,Bait applied,2038010036,2,3801,36,40.830720529049,-73.854387445166,"{'latitude': '40.830720529049', 'longitude': '-73.854387445166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,78,2026162,Castle Hill-Unionport,,,1024546,241967
PC8769993,2026-09-09T11:36:00.000,Initial,1220,JEROME AVENUE,10452,Bronx,Failed for Other Reason,2024890005,2,2489,5,40.836555540659,-73.92165808419,"{'latitude': '40.836555540659', 'longitude': '-73.92165808419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,197,2003006,Concourse-Concourse Village,,Animal Nuisance,,
PC8756565,2026-09-09T11:38:00.000,Compliance,608,WEST 189 STREET,10040,Manhattan,Failed for Rat Activity,1021680043,1,2168,43,40.854437644111,-73.93042106601,"{'latitude': '40.854437644111', 'longitude': '-73.93042106601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,279,1064010,Washington Heights (North),,"Droppings, Burrows, Rats",,
PC8731322,2026-09-09T11:38:24.000,Treatments,1222,MYRTLE AVENUE,11221,Brooklyn,Bait applied,3032150026,3,3215,26,40.697620935376,-73.929359204334,"{'latitude': '40.697620935376', 'longitude': '-73.929359204334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3073085,Bushwick (West),,,,
PC8691745,2026-09-09T11:38:57.000,Treatments,2794,BROADWAY,10025,Manhattan,Bait applied,1018790061,1,1879,61,40.802765207183,-73.967636046671,"{'latitude': '40.802765207183', 'longitude': '-73.967636046671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,195,1056672,Upper West Side-Manhattan Valley,,,,
PC8766455,2026-09-09T11:40:00.000,Initial,81,CORNELIA STREET,11221,Brooklyn,Failed for Rat Activity,3033740050,3,3374,50,40.689451900511,-73.916256884612,"{'latitude': '40.689451900511', 'longitude': '-73.916256884612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,399,3077195,Bushwick (East),,Runways,1007474,190476
PC8745332,2026-09-09T11:40:16.000,Treatments,964,BEDFORD AVENUE,11205,Brooklyn,Bait applied,3019280055,3,1928,55,40.691875573357,-73.9556171305,"{'latitude': '40.691875573357', 'longitude': '-73.9556171305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,235,3055249,Bedford-Stuyvesant (West),,,,
PC8768863,2026-09-09T11:43:36.000,Initial,1481,PARK AVENUE,10029,Manhattan,Failed for Rat Activity and Other Reason,,1,1636,1,40.794243290597,-73.946924156493,"{'latitude': '40.794243290597', 'longitude': '-73.946924156493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,172,,East Harlem (South),City Agency Referral,"Droppings, Burrows, Garbage",,
PC8693987,2026-09-09T11:44:00.000,Compliance,354,STOCKTON STREET,11206,Brooklyn,Failed for Rat Activity and Other Reason,3015840004,3,1584,4,40.697439134793,-73.937715243384,"{'latitude': '40.697439134793', 'longitude': '-73.937715243384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,3000000,Bedford-Stuyvesant (East),Summons Issued,"Droppings, Burrows, Runways, Garbage, Harborage",,
PC8741633,2026-09-09T11:44:08.000,Treatments,1277,MORRIS AVENUE,10456,Bronx,Bait applied,2024500036,2,2450,36,40.835006825783,-73.91307712306,"{'latitude': '40.835006825783', 'longitude': '-73.91307712306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17901,2002618,Concourse-Concourse Village,,,,
PC8748572,2026-09-09T11:45:00.000,Compliance,535,EAST 11 STREET,10009,Manhattan,Failed for Rat Activity and Other Reason,1004050045,1,405,45,40.728061377968,-73.98087407937,"{'latitude': '40.728061377968', 'longitude': '-73.98087407937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,34,1089794,East Village,,"Droppings, Burrows, Animal Nuisance",,
PC8770255,2026-09-09T11:45:00.000,Initial,2100,ADAM C POWELL BLVD,10027,Manhattan,Failed for Rat Activity,1019310027,1,1931,27,40.809071029516,-73.948259709028,"{'latitude': '40.809071029516', 'longitude': '-73.948259709028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1058660,Harlem (South),,Burrows,,
PC8638424,2026-09-09T11:45:25.000,Treatments,240,JEFFERSON STREET,11237,Brooklyn,Bait applied,3031740015,3,3174,15,40.702870620122,-73.927651297307,"{'latitude': '40.702870620122', 'longitude': '-73.927651297307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,427,3072307,Bushwick (West),,,,
PC8737934,2026-09-09T11:45:35.000,Treatments,1195,ANDERSON AVENUE,10452,Bronx,Bait applied,2025100040,2,2510,40,40.836995976508,-73.923554869106,"{'latitude': '40.836995976508', 'longitude': '-73.923554869106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,2097864,Highbridge,,,1005405,244232
PC8348275,2026-09-09T11:49:00.000,Treatments,556,HALSEY STREET,11233,Brooklyn,Bait applied,3016650043,3,1665,43,40.683761845121,-73.932716313661,"{'latitude': '40.683761845121', 'longitude': '-73.932716313661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,295,3340234,Bedford-Stuyvesant (East),,,,
PC8699379,2026-09-09T11:50:07.000,Treatments,1896,BERGEN STREET,11233,Brooklyn,Bait applied,3014520023,3,1452,23,40.674359906089,-73.918377662902,"{'latitude': '40.674359906089', 'longitude': '-73.918377662902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,303,3039035,Ocean Hill,,,,
PC8729174,2026-09-09T11:50:07.000,Treatments,567,HART STREET,11221,Brooklyn,Bait applied,3032150032,3,3215,32,40.696940156502,-73.929237314436,"{'latitude': '40.696940156502', 'longitude': '-73.929237314436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,3073089,Bushwick (West),,,,
PC8377169,2026-09-09T11:50:16.000,Treatments,125,WEST 97 STREET,10025,Manhattan,Bait applied,1018520005,1,1852,5,40.793938177512,-73.967929279841,"{'latitude': '40.793938177512', 'longitude': '-73.967929279841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,7,185,1088746,Upper West Side-Manhattan Valley,,,,
PC8763567,2026-09-09T11:50:22.000,Compliance,132,GROVE STREET,11221,Brooklyn,Failed for Rat Activity,3033230025,3,3323,25,40.693870977209,-73.920088232742,"{'latitude': '40.693870977209', 'longitude': '-73.920088232742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,417,3076086,Bushwick (East),,"Droppings, Burrows, Runways",,
PC8774196,2026-09-09T11:51:00.000,Initial,162,EAST 4 STREET,10009,Manhattan,Failed for Rat Activity,1004310020,1,431,20,40.724738207759,-73.986012548167,"{'latitude': '40.724738207759', 'longitude': '-73.986012548167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,1088212,East Village,,Burrows,,
PC8744777,2026-09-09T11:53:20.000,Treatments,962,BEDFORD AVENUE,11205,Brooklyn,Bait applied,3019287507,3,1928,7507,40.691919492513,-73.955624313194,"{'latitude': '40.691919492513', 'longitude': '-73.955624313194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,33,235,3055248,Bedford-Stuyvesant (West),,,,
PC8769298,2026-09-09T11:54:14.000,Initial,739,EAST   79 STREET,11236,Brooklyn,Failed for Rat Activity,3080000020,3,8000,20,40.635782227017,-73.914897716201,"{'latitude': '40.635782227017', 'longitude': '-73.914897716201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,46,950,3224236,Canarsie,,Burrows,1007870,170923
PC8774062,2026-09-09T11:54:28.000,Initial,68,EAST BROADWAY,10002,Manhattan,Failed for Other Reason,1002810032,1,281,32,40.713639120809,-73.995231281861,"{'latitude': '40.713639120809', 'longitude': '-73.995231281861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003506,Chinatown-Two Bridges,,Harborage,,
PC8729737,2026-09-09T11:55:00.000,Treatments,242,JEFFERSON STREET,11237,Brooklyn,Monitoring visit,3031740016,3,3174,16,40.70291725162,-73.927604360462,"{'latitude': '40.70291725162', 'longitude': '-73.927604360462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,427,3072308,Bushwick (West),,,,
PC8774301,2026-09-09T11:55:00.000,Initial,210,PALMETTO STREET,11221,Brooklyn,Failed for Rat Activity and Other Reason,3033510001,3,3351,1,40.694622746965,-73.91583565546,"{'latitude': '40.694622746965', 'longitude': '-73.91583565546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,417,3326173,Bushwick (East),,"Burrows, Harborage",1007589,192360
PC8774234,2026-09-09T11:56:13.000,Initial,21,MONROE STREET,10002,Manhattan,Failed for Rat Activity,1002760010,1,276,10,40.71147076696,-73.995574110379,"{'latitude': '40.71147076696', 'longitude': '-73.995574110379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003293,Chinatown-Two Bridges,,Droppings,,
PC8741328,2026-09-09T11:59:24.000,Treatments,1149,MORRIS AVENUE,10456,Bronx,Bait applied,2024490077,2,2449,77,40.831997175295,-73.91485175526,"{'latitude': '40.831997175295', 'longitude': '-73.91485175526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18101,2002606,Concourse-Concourse Village,,,,
PC8756566,2026-09-09T12:00:00.000,Compliance,612,WEST 189 STREET,10040,Manhattan,Failed for Rat Activity and Other Reason,1021680041,1,2168,41,40.854467882086,-73.930496946485,"{'latitude': '40.854467882086', 'longitude': '-73.930496946485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,279,1064009,Washington Heights (North),,"Droppings, Burrows, Rats, Mice",,
PC8695107,2026-09-09T12:00:16.000,Treatments,222,SUYDAM STREET,11237,Brooklyn,Bait applied,3032190013,3,3219,13,40.701007825616,-73.924793360269,"{'latitude': '40.701007825616', 'longitude': '-73.924793360269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,429,3073163,Bushwick (West),,,,
PC8775664,2026-09-09T12:00:17.000,Initial,6806,OWLS HEAD COURT,11220,Brooklyn,Failed for Rat Activity,3058590052,3,5859,52,40.639110611969,-74.034521833174,"{'latitude': '40.639110611969', 'longitude': '-74.034521833174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,47,34,3144939,Bay Ridge,,Droppings,974669,172126
PC8732564,2026-09-09T12:00:18.000,Compliance,103,EAST 100 STREET,10029,Manhattan,Failed for Rat Activity and Other Reason,1016280002,1,1628,2,40.788947425121,-73.950283288951,"{'latitude': '40.788947425121', 'longitude': '-73.950283288951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,166,1051782,East Harlem (South),Summons Issued,"Droppings, Garbage",,
PC8768456,2026-09-09T12:03:00.000,Initial,92,MADISON STREET,11216,Brooklyn,Failed for Other Reason,3019900016,3,1990,16,40.684151684154,-73.955373504806,"{'latitude': '40.684151684154', 'longitude': '-73.955373504806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,229,3057201,Bedford-Stuyvesant (West),,Harborage,996652,188541
PC8774008,2026-09-09T12:03:05.000,Initial,64,EAST BROADWAY,10002,Manhattan,Failed for Rat Activity,1002810030,1,281,30,40.713628146622,-73.995350320223,"{'latitude': '40.713628146622', 'longitude': '-73.995350320223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1077596,Chinatown-Two Bridges,,Burrows,,
PC8773988,2026-09-09T12:04:22.000,Initial,15,MONROE STREET,10002,Manhattan,Failed for Rat Activity,1002760007,1,276,7,40.711448816423,-73.995776108367,"{'latitude': '40.711448816423', 'longitude': '-73.995776108367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003291,Chinatown-Two Bridges,,Burrows,,
PC8773684,2026-09-09T12:05:26.000,Initial,UNIVERSITY,AVENUE,10452,Bronx,Failed for Rat Activity and Other Reason,,2,2533,107,,,,,,,,,,"Burrows, Harborage",,
PC8604172,2026-09-09T12:05:35.000,Treatments,903,SUMMIT AVENUE,10452,Bronx,Bait applied,2025230043,2,2523,43,40.83095980289,-73.931475584478,"{'latitude': '40.83095980289', 'longitude': '-73.931475584478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,2003406,Highbridge,,,,
PC8726924,2026-09-09T12:09:03.000,Treatments,336,WEST 95 STREET,10025,Manhattan,Bait applied,1012530045,1,1253,45,40.794952662706,-73.974613903312,"{'latitude': '40.794952662706', 'longitude': '-73.974613903312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,183,1034185,Upper West Side (Central),,,,
PC8773133,2026-09-09T12:09:14.000,Initial,1347,EAST   84 STREET,11236,Brooklyn,Failed for Rat Activity and Other Reason,3080750023,3,8075,23,40.630057443669,-73.902194836066,"{'latitude': '40.630057443669', 'longitude': '-73.902194836066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,46,1004,3340216,Canarsie,,"Burrows, Harborage",1011398,168841
PC8716683,2026-09-09T12:10:00.000,Compliance,2239,ADAMS PLACE,10457,Bronx,Failed for Rat Activity and Other Reason,2030710025,2,3071,25,40.852330325081,-73.889251250714,"{'latitude': '40.852330325081', 'longitude': '-73.889251250714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2012077,Belmont,Summons Issued,"Burrows, Garbage",1014888,249826
PC8773583,2026-09-09T12:10:31.000,Initial,1068,WOODYCREST AVENUE,10452,Bronx,Failed for Rat Activity,2025090005,2,2509,5,40.834209412069,-73.926763491251,"{'latitude': '40.834209412069', 'longitude': '-73.926763491251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,193,2101695,Highbridge,,Droppings,,
PC8731474,2026-09-09T12:10:58.000,Treatments,309,KNICKERBOCKER AVENUE,11237,Brooklyn,Bait applied,3032200001,3,3220,1,40.701621657835,-73.92328873444,"{'latitude': '40.701621657835', 'longitude': '-73.92328873444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,429,3073199,Bushwick (West),,,,
PC8656014,2026-09-09T12:11:41.000,Treatments,1410,PARK CHESTER ROAD,10462,Bronx,Bait applied,2039387501,2,3938,7501,40.835670583101,-73.859833477639,"{'latitude': '40.835670583101', 'longitude': '-73.859833477639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,212,2096666,Parkchester,,,1023036,243768
PC8557835,2026-09-09T12:14:00.000,Compliance,375,HART STREET,11206,Brooklyn,Failed for Rat Activity and Other Reason,3015920065,3,1592,65,40.694720482996,-73.935319687679,"{'latitude': '40.694720482996', 'longitude': '-73.935319687679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,3255347,Bedford-Stuyvesant (East),Summons Issued,"Droppings, Burrows, Runways, Harborage",1002186,192391
PC8676231,2026-09-09T12:14:28.000,Compliance,242,MADISON STREET,11216,Brooklyn,Failed for Rat Activity,3018230023,3,1823,23,40.684879168675,-73.949073965475,"{'latitude': '40.684879168675', 'longitude': '-73.949073965475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,249,3051635,Bedford-Stuyvesant (West),Summons Issued,"Droppings, Burrows",,
PC8741289,2026-09-09T12:14:50.000,Treatments,1326,COLLEGE AVENUE,10456,Bronx,Bait applied,2027830015,2,2783,15,40.836147335717,-73.911373494697,"{'latitude': '40.836147335717', 'longitude': '-73.911373494697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17702,2007181,Mount Eden-Claremont (West),,,,
PC8769327,2026-09-09T12:15:18.000,Initial,2756,FREDERICK DOUGLASS BOULEVARD,,Manhattan,Failed for Rat Activity,1020320004,1,2032,4,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,234,1079774,Harlem (North),,Burrows,1000516,239401
PC8770782,2026-09-09T12:15:36.000,Initial,5595,BROADWAY,10463,Bronx,Failed for Rat Activity and Other Reason,2057040042,2,5704,42,40.879310995345,-73.904520849342,"{'latitude': '40.879310995345', 'longitude': '-73.904520849342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,11,289,2083159,Kingsbridge-Marble Hill,,"Droppings, Burrows, Harborage",1010653,259651
PC8770180,2026-09-09T12:17:00.000,Initial,113,LENOX AVENUE,10026,Manhattan,Failed for Rat Activity,1018250034,1,1825,34,40.80177346252,-73.949872740948,"{'latitude': '40.80177346252', 'longitude': '-73.949872740948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,218,1090771,Harlem (South),,Burrows,,
PC8637532,2026-09-09T12:17:00.000,Treatments,2058,ARTHUR AVENUE,10457,Bronx,Bait applied,2030690057,2,3069,57,40.848531565405,-73.892087789301,"{'latitude': '40.848531565405', 'longitude': '-73.892087789301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2012000,Tremont,,,,
PC8770379,2026-09-09T12:19:32.000,Initial,260,WEST 126 STREET,10027,Manhattan,Failed for Other Reason,1019310056,1,1931,56,40.810336919577,-73.949523082633,"{'latitude': '40.810336919577', 'longitude': '-73.949523082633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1058662,Harlem (South),,Garbage,,
PC8763722,2026-09-09T12:20:22.000,Compliance,47,HARMAN STREET,11221,Brooklyn,Failed for Rat Activity,3032750092,3,3275,92,40.694889073957,-73.923804982349,"{'latitude': '40.694889073957', 'longitude': '-73.923804982349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3074755,Bushwick (West),,"Burrows, Runways",,
PC8751023,2026-09-09T12:20:33.000,Initial,412,WEST  148 STREET,10031,Manhattan,Failed for Rat Activity,1020620041,1,2062,41,40.82628964297,-73.944184884655,"{'latitude': '40.82628964297', 'longitude': '-73.944184884655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061456,Hamilton Heights-Sugar Hill,,Droppings,999697,240324
PC8696518,2026-09-09T12:20:41.000,Treatments,871,HART STREET,11237,Brooklyn,Bait applied,3032200039,3,3220,39,40.702641877996,-73.922050490822,"{'latitude': '40.702641877996', 'longitude': '-73.922050490822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,429,3073233,Bushwick (West),,,1005863,195280
PC8764362,2026-09-09T12:23:00.000,Initial,461,PULASKI STREET,11221,Brooklyn,Failed for Rat Activity,3015960053,3,1596,53,40.694364404179,-73.931861732747,"{'latitude': '40.694364404179', 'longitude': '-73.931861732747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,3043140,Bedford-Stuyvesant (East),,"Droppings, Runways",1003145,192262
PC8676434,2026-09-09T12:25:35.000,Treatments,223,WEST 167 STREET,10452,Bronx,Bait applied,2025300001,2,2530,1,40.838953240377,-73.928221927751,"{'latitude': '40.838953240377', 'longitude': '-73.928221927751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,201,2000000,Highbridge,,,,
PC8735499,2026-09-09T12:27:02.000,Compliance,607,EAST 182 STREET,10457,Bronx,Failed for Rat Activity and Other Reason,2030710003,2,3071,3,40.851946493915,-73.889700119072,"{'latitude': '40.851946493915', 'longitude': '-73.889700119072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,391,2012069,Belmont,Summons Issued,"Burrows, Harborage",,
PC8773631,2026-09-09T12:27:31.000,Initial,1094,WOODYCREST AVENUE,10452,Bronx,Failed for Rat Activity,2025090114,2,2509,114,40.83464012801,-73.926437774495,"{'latitude': '40.83464012801', 'longitude': '-73.926437774495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,193,2099369,Highbridge,,Droppings,,
PC8751963,2026-09-09T12:28:00.000,Compliance,725,WEST  184 STREET,10033,Manhattan,Failed for Rat Activity,1021800157,1,2180,157,40.852398745101,-73.935892331543,"{'latitude': '40.852398745101', 'longitude': '-73.935892331543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1064432,Washington Heights (North),,"Droppings, Burrows",1001985,249838
PC8667857,2026-09-09T12:28:34.000,Treatments,2374,GRAND CONCOURSE,10458,Bronx,Bait applied,2031520036,2,3152,36,40.859327232195,-73.898812431104,"{'latitude': '40.859327232195', 'longitude': '-73.898812431104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,23702,2013583,Fordham Heights,,,,
PC8671012,2026-09-09T12:29:04.000,Treatments,1374,COLLEGE AVENUE,10456,Bronx,Bait applied,2027830030,2,2783,30,40.836855159075,-73.910960562617,"{'latitude': '40.836855159075', 'longitude': '-73.910960562617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17702,2007194,Mount Eden-Claremont (West),,,1008888,244181
PC8726799,2026-09-09T12:29:40.000,Compliance,58,MAC DONOUGH STREET,11216,Brooklyn,Failed for Rat Activity,3018540025,3,1854,25,40.68093543684,-73.944270957683,"{'latitude': '40.68093543684', 'longitude': '-73.944270957683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,269,3053461,Bedford-Stuyvesant (West),Summons Issued,"Droppings, Burrows, Runways",,
PC8695211,2026-09-09T12:30:00.000,Compliance,1064,DEKALB AVENUE,11221,Brooklyn,Failed for Rat Activity,3016030129,3,1603,129,40.693568593557,-73.932154644148,"{'latitude': '40.693568593557', 'longitude': '-73.932154644148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3335616,Bedford-Stuyvesant (East),Summons Issued,"Droppings, Burrows, Runways, Gnawing",,
PC8773345,2026-09-09T12:30:31.000,Initial,1098,WOODYCREST AVENUE,10452,Bronx,Failed for Rat Activity and Other Reason,2025090016,2,2509,16,40.834705969293,-73.926387108351,"{'latitude': '40.834705969293', 'longitude': '-73.926387108351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,193,2099371,Highbridge,,"Droppings, Harborage",,
PC8669187,2026-09-09T12:31:00.000,Treatments,1995,ARTHUR AVENUE,10457,Bronx,Bait applied,2030680125,2,3068,125,40.847316349394,-73.892837965584,"{'latitude': '40.847316349394', 'longitude': '-73.892837965584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,37504,2011994,Tremont,,,,
PC8770309,2026-09-09T12:31:00.000,Initial,110,WEST 116 STREET,10026,Manhattan,Failed for Rat Activity,1018250040,1,1825,40,40.802352876786,-73.950500795524,"{'latitude': '40.802352876786', 'longitude': '-73.950500795524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,218,1055050,Harlem (South),,Burrows,,
PC8775626,2026-09-09T12:31:14.000,Initial,8821,AVENUE L,11236,Brooklyn,Failed for Other Reason,3080540002,3,8054,2,40.634489913606,-73.901777583345,"{'latitude': '40.634489913606', 'longitude': '-73.901777583345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,46,994,3226362,Canarsie,,Harborage,1011512,170456
PC8770524,2026-09-09T12:31:32.000,Initial,2070,ADAM C POWELL BLVD,10027,Manhattan,Failed for Rat Activity,1019290029,1,1929,29,40.807954283106,-73.949076967433,"{'latitude': '40.807954283106', 'longitude': '-73.949076967433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1088475,Harlem (South),,Burrows,,
PC8763892,2026-09-09T12:32:22.000,Compliance,270,CENTRAL AVENUE,11221,Brooklyn,Failed for Rat Activity,3032750047,3,3275,47,40.69668343272,-73.922724645955,"{'latitude': '40.69668343272', 'longitude': '-73.922724645955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3074721,Bushwick (West),,"Droppings, Burrows, Runways, Rats",,
PC8768835,2026-09-09T12:33:01.000,Initial,101,EAST 105 STREET,10029,Manhattan,Failed for Rat Activity,1016330001,1,1633,1,40.792196309282,-73.948243982472,"{'latitude': '40.792196309282', 'longitude': '-73.948243982472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,172,1051990,East Harlem (South),City Agency Referral,Burrows,,
PC8773994,2026-09-09T12:33:38.000,Initial,50,EAST BROADWAY,10002,Manhattan,Failed for Rat Activity,1002810023,1,281,23,40.713595225597,-73.995768757429,"{'latitude': '40.713595225597', 'longitude': '-73.995768757429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003498,Chinatown-Two Bridges,,Burrows,,
