inspection_type,job_id,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,location,community_board,council_district,census_tract,nta,bbl,bin,x_coord,y_coord
Treatments,PC8723600,3,3406,57,1229,HALSEY STREET,11237,40.693348436362,-73.907745182634,Brooklyn,2026-08-12T10:10:20.000,Bait applied,"{'latitude': '40.693348436362', 'longitude': '-73.907745182634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,437,Bushwick (East),3034060057,3078694,,
Treatments,PC8654210,1,2134,199,765,RIVERSIDE DRIVE,10032,40.834185541768,-73.948525590006,Manhattan,2026-08-12T10:10:55.000,Bait applied,"{'latitude': '40.834185541768', 'longitude': '-73.948525590006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,7,241,Washington Heights (South),1021340199,1063276,998523,243199
Compliance,PC8726797,4,614,61,31-50,33 STREET,11106,40.762379507042,-73.922857502503,Queens,2026-08-12T10:11:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.762379507042', 'longitude': '-73.922857502503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,61,Astoria (Central),4006140061,4008449,,
Compliance,PC8737780,3,1519,56,189,SUMPTER STREET,11233,40.68021428901,-73.918060406568,Brooklyn,2026-08-12T10:13:00.000,Failed for Other Reason,"{'latitude': '40.68021428901', 'longitude': '-73.918060406568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,379,Bedford-Stuyvesant (East),3015190056,3041297,,
Initial,PC8760735,2,3068,1,575,EAST TREMONT AVENUE,10457,40.846491431044,-73.89418386926,Bronx,2026-08-12T10:13:53.000,Failed for Rat Activity,"{'latitude': '40.846491431044', 'longitude': '-73.89418386926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,37504,Tremont,2030680001,2011959,,
Initial,PC8754225,3,5220,47,650,EAST   21 STREET,11226,40.637856364355,-73.957649308391,Brooklyn,2026-08-12T10:14:00.000,Failed for Rat Activity,"{'latitude': '40.637856364355', 'longitude': '-73.957649308391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,51601,Flatbush,3052200047,3120585,996004,171670
Treatments,PC8679388,3,4660,1,141,EAST   54 STREET,11203,40.655341566208,-73.926852487854,Brooklyn,2026-08-12T10:15:00.000,Bait applied,"{'latitude': '40.655341566208', 'longitude': '-73.926852487854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,866,East Flatbush-Rugby,3046600001,3101525,1004546,178046
Initial,PC8758621,2,2842,18,54,EAST 170 STREET,10452,40.839757767667,-73.916507868597,Bronx,2026-08-12T10:16:00.000,Failed for Rat Activity,"{'latitude': '40.839757767667', 'longitude': '-73.916507868597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22101,Mount Eden-Claremont (West),2028420018,2008078,,
Compliance,PC8658706,1,1806,41,414,EAST  119 STREET,10035,40.797680924068,-73.93343504771,Manhattan,2026-08-12T10:16:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.797680924068', 'longitude': '-73.93343504771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,East Harlem (North),1018060041,1079441,1002680,229903
Initial,PC8761943,3,1865,34,50,HERKIMER STREET,11216,40.679728302254,-73.951558401104,Brooklyn,2026-08-12T10:16:57.000,Failed for Rat Activity,"{'latitude': '40.679728302254', 'longitude': '-73.951558401104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,Bedford-Stuyvesant (West),3018650034,3053901,,
Initial,PC8765648,1,1440,113,327,EAST 65 STREET,10065,40.764029127899,-73.960806886364,Manhattan,2026-08-12T10:17:47.000,Failed for Rat Activity,"{'latitude': '40.764029127899', 'longitude': '-73.960806886364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,118,Upper East Side-Lenox Hill-Roosevelt Island,1014400113,1044736,,
Compliance,PC8739498,4,1778,23,108-60,37 DRIVE,11368,40.753636109427,-73.858169585032,Queens,2026-08-12T10:18:00.000,Failed for Rat Activity,"{'latitude': '40.753636109427', 'longitude': '-73.858169585032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21,40102,North Corona,4017780023,4044709,1023545,213881
Initial,PC8763896,4,3466,45,57-51,MYRTLE AVENUE,11385,40.700490817411,-73.901716032703,Queens,2026-08-12T10:18:25.000,Failed for Rat Activity,"{'latitude': '40.700490817411', 'longitude': '-73.901716032703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,551,Ridgewood,4034660045,4082864,,
Stoppage,PC8691492,1,2070,43,518,WEST 139 STREET,10031,40.821761252632,-73.951161949677,Manhattan,2026-08-12T10:19:00.000,Stoppage done,"{'latitude': '40.821761252632', 'longitude': '-73.951161949677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,225,Hamilton Heights-Sugar Hill,1020700043,1061724,,
Treatments,PC8722988,1,2136,13,820,RIVERSIDE DRIVE,10032,40.835611482117,-73.945651480436,Manhattan,2026-08-12T10:19:57.000,Bait applied,"{'latitude': '40.835611482117', 'longitude': '-73.945651480436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,7,247,Washington Heights (South),1021360013,1063306,999289,243720
Compliance,PC8735197,4,5202,50,45-27,ROBINSON STREET,11355,40.752850085468,-73.818482989849,Queens,2026-08-12T10:20:00.000,Failed for Other Reason,"{'latitude': '40.752850085468', 'longitude': '-73.818482989849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,20,1205,East Flushing,4052020050,4117444,1034541,213615
Treatments,PC8723757,3,3406,61,1217,HALSEY STREET,11237,40.693230501097,-73.907857135341,Brooklyn,2026-08-12T10:20:18.000,Bait applied,"{'latitude': '40.693230501097', 'longitude': '-73.907857135341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,437,Bushwick (East),3034060061,3078698,,
Treatments,PC8713131,1,1039,51,330,WEST 49 STREET,10019,40.762240118325,-73.98797200613,Manhattan,2026-08-12T10:20:21.000,Bait applied,"{'latitude': '40.762240118325', 'longitude': '-73.98797200613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,127,Hell's Kitchen,1010390051,1025155,,
Treatments,PC8636204,2,2518,31,1265,NELSON AVENUE,10452,40.839109992246,-73.92441256984,Bronx,2026-08-12T10:20:30.000,Bait applied,"{'latitude': '40.839109992246', 'longitude': '-73.92441256984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,211,Highbridge,2025180031,2102640,,
Compliance,PC8721832,2,2808,21,1925,GRAND CONCOURSE,10453,40.850058488645,-73.905520877773,Bronx,2026-08-12T10:20:37.000,Failed for Other Reason,"{'latitude': '40.850058488645', 'longitude': '-73.905520877773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,23501,Mount Hope,2028080021,2086655,1010371,248966
Treatments,PC8536229,1,1633,52,152,EAST 106 STREET,10029,40.79200851767,-73.94575583096,Manhattan,2026-08-12T10:20:55.000,Bait applied,"{'latitude': '40.79200851767', 'longitude': '-73.94575583096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,172,East Harlem (South),1016330052,1000000,,
Treatments,PC8609238,2,3350,27,3227,DECATUR AVENUE,10467,40.874504200827,-73.875075757202,Bronx,2026-08-12T10:20:57.000,Bait applied,"{'latitude': '40.874504200827', 'longitude': '-73.875075757202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,42901,Norwood,2033500027,2018448,,
Compliance,PC8748174,3,1462,140,452,HOWARD AVENUE,11233,40.672315955313,-73.919663538915,Brooklyn,2026-08-12T10:21:25.000,Failed for Rat Activity,"{'latitude': '40.672315955313', 'longitude': '-73.919663538915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,363,Ocean Hill,3014620140,3348607,1006535,184232
Compliance,PC8534887,3,700,58,323,38 st,11232,40.653896260189,-74.006735795779,Brooklyn,2026-08-12T10:22:17.000,Failed for Rat Activity,"{'latitude': '40.653896260189', 'longitude': '-74.006735795779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,84,Sunset Park (West),3007000058,3010392,,
Treatments,PC8698948,2,2872,70,1434,JESUP AVENUE,10452,40.841706529738,-73.920372577808,Bronx,2026-08-12T10:23:00.000,Bait applied,"{'latitude': '40.841706529738', 'longitude': '-73.920372577808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,21302,Mount Eden-Claremont (West),2028720070,2008659,,
Compliance,PC8737683,3,1519,55,191,SUMPTER STREET,11233,40.680222474341,-73.917991894121,Brooklyn,2026-08-12T10:23:00.000,Failed for Rat Activity,"{'latitude': '40.680222474341', 'longitude': '-73.917991894121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,379,Bedford-Stuyvesant (East),3015190055,3041253,,
Initial,PC8758506,2,2842,23,41,ELLIOT PLACE,10452,40.839190000111,-73.917050689179,Bronx,2026-08-12T10:24:08.000,Failed for Rat Activity,"{'latitude': '40.839190000111', 'longitude': '-73.917050689179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22101,Mount Eden-Claremont (West),2028420023,2008079,,
Treatments,PC8704346,3,4641,28,879,LENOX ROAD,11203,40.655585784715,-73.926747701597,Brooklyn,2026-08-12T10:25:00.000,Bait applied,"{'latitude': '40.655585784715', 'longitude': '-73.926747701597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,866,East Flatbush-Rugby,3046410028,3100953,1004575,178135
Treatments,PC8622366,1,2154,80,552,WEST 184 STREET,10033,40.850669748944,-73.931458815637,Manhattan,2026-08-12T10:26:30.000,Bait applied,"{'latitude': '40.850669748944', 'longitude': '-73.931458815637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,269,Washington Heights (North),1021540080,1063679,,
Initial,PC8763087,3,1865,31,44,HERKIMER STREET,11216,40.679733849624,-73.951695400713,Brooklyn,2026-08-12T10:26:57.000,Failed for Rat Activity,"{'latitude': '40.679733849624', 'longitude': '-73.951695400713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,Bedford-Stuyvesant (West),3018650031,3053898,,
Treatments,PC8731667,3,1168,30,588,PARK PLACE,11238,40.674535179657,-73.958541616915,Brooklyn,2026-08-12T10:29:07.000,Bait applied,"{'latitude': '40.674535179657', 'longitude': '-73.958541616915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,217,Crown Heights (North),3011680030,3029268,,
Compliance,PC8740089,1,1440,16,333,EAST   65 STREET,10065,40.763987921977,-73.960705832454,Manhattan,2026-08-12T10:29:47.000,Failed for Rat Activity,"{'latitude': '40.763987921977', 'longitude': '-73.960705832454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,118,Upper East Side-Lenox Hill-Roosevelt Island,1014400016,1044715,995135,217623
Treatments,PC8699262,3,3408,47,39,ELDERT STREET,11207,40.686139765267,-73.913646921817,Brooklyn,2026-08-12T10:30:51.000,Bait applied,"{'latitude': '40.686139765267', 'longitude': '-73.913646921817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,401,Bushwick (East),3034080047,3078741,,
Treatments,PC8617487,2,3355,1,3242,DECATUR AVENUE,10467,40.875225452349,-73.874513916328,Bronx,2026-08-12T10:32:34.000,Bait applied,"{'latitude': '40.875225452349', 'longitude': '-73.874513916328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,42901,Norwood,2033550001,2018571,1018953,258173
Treatments,PC8698745,2,2872,71,JESUP,AVENUE,10452,,,Bronx,2026-08-12T10:33:00.000,Bait applied,,,,,,,,,
Treatments,PC8517087,3,1662,52,637,HALSEY STREET,11233,40.684425378644,-73.927080066001,Brooklyn,2026-08-12T10:33:00.000,Bait applied,"{'latitude': '40.684425378644', 'longitude': '-73.927080066001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,383,Bedford-Stuyvesant (East),3016620052,3046238,1004474,188642
Treatments,PC8706034,1,2137,14,600,WEST  161 STREET,10032,40.83665885072,-73.943330500132,Manhattan,2026-08-12T10:33:31.000,Bait applied,"{'latitude': '40.83665885072', 'longitude': '-73.943330500132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,7,245,Washington Heights (South),1021370014,1063351,999931,244102
Initial,PC8763773,4,3465,42,57-07,CATALPA AVENUE,11385,40.700876983134,-73.903955103191,Queens,2026-08-12T10:33:35.000,Failed for Other Reason,"{'latitude': '40.700876983134', 'longitude': '-73.903955103191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,551,Ridgewood,4034650042,4082843,,
Stoppage,PC8761445,1,1941,33,2308,Adam Clayton Powell Jr Blvd,10030,40.815612250299,-73.94348216258,Manhattan,2026-08-12T10:34:00.000,Stoppage done,"{'latitude': '40.815612250299', 'longitude': '-73.94348216258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019410033,1058896,,
Treatments,PC8681990,1,1078,8,541,WEST 49 STREET,10019,40.764773999881,-73.993938843656,Manhattan,2026-08-12T10:34:21.000,Bait applied,"{'latitude': '40.764773999881', 'longitude': '-73.993938843656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12902,Hell's Kitchen,1010780008,1027024,,
Initial,PC8754274,2,5049,68,4323,BOYD AVENUE,10466,40.895863068052,-73.851502404307,Bronx,2026-08-12T10:35:00.000,Failed for Other Reason,"{'latitude': '40.895863068052', 'longitude': '-73.851502404307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,11,436,Wakefield-Woodlawn,2050490068,2069966,1025304,265702
Treatments,PC8733398,4,2793,22,69-11,58 ROAD,11378,40.724039636567,-73.894072388217,Queens,2026-08-12T10:35:37.000,Bait applied,"{'latitude': '40.724039636567', 'longitude': '-73.894072388217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,495,Maspeth,4027930022,4062642,1013611,203084
Initial,PC8761487,2,2763,158,721,HUNTS POINT AVENUE,10474,40.815029220862,-73.886358358647,Bronx,2026-08-12T10:35:42.000,Failed for Other Reason,"{'latitude': '40.815029220862', 'longitude': '-73.886358358647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,17,9301,Hunts Point,2027630158,2006533,1015706,236237
Compliance,PC8568384,2,3156,3,2060,GRAND CONCOURSE,10457,40.852784902204,-73.90329390208,Bronx,2026-08-12T10:38:56.000,Failed for Rat Activity,"{'latitude': '40.852784902204', 'longitude': '-73.90329390208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,23502,Mount Hope,2031560003,2013629,,
Treatments,PC8727934,1,1628,50,1575,LEXINGTON AVENUE,10029,40.788732693517,-73.948824490922,Manhattan,2026-08-12T10:39:55.000,Bait applied,"{'latitude': '40.788732693517', 'longitude': '-73.948824490922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,166,East Harlem (South),1016280050,1051813,,
Compliance,PC8721002,2,2868,272,143,MORTON PLACE,10453,40.850762439154,-73.914173386079,Bronx,2026-08-12T10:40:00.000,Failed for Other Reason,"{'latitude': '40.850762439154', 'longitude': '-73.914173386079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,243,University Heights (South)-Morris Heights,2028680272,2100344,1007994,249247
Compliance,PC8734819,1,2087,50,640,WEST 139 STREET,10031,40.823225627811,-73.954643960596,Manhattan,2026-08-12T10:40:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.823225627811', 'longitude': '-73.954643960596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,225,Hamilton Heights-Sugar Hill,1020870050,1079500,,
Initial,PC8760074,1,1474,31,500,EAST 62 STREET,10065,40.760473762853,-73.958246066574,Manhattan,2026-08-12T10:40:26.000,Failed for Other Reason,"{'latitude': '40.760473762853', 'longitude': '-73.958246066574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,10602,Upper East Side-Lenox Hill-Roosevelt Island,1014740031,1046251,,
Treatments,PC8699181,3,3408,52,29,ELDERT STREET,11207,40.685956001153,-73.913827445622,Brooklyn,2026-08-12T10:40:43.000,Bait applied,"{'latitude': '40.685956001153', 'longitude': '-73.913827445622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,401,Bushwick (East),3034080052,3078746,,
Compliance,PC8699442,4,9817,33,166-39,89 AVENUE,11432,40.708147897412,-73.795171089303,Queens,2026-08-12T10:40:57.000,Failed for Rat Activity,"{'latitude': '40.708147897412', 'longitude': '-73.795171089303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,24,460,Jamaica,4098170033,4210076,,
Compliance,PC8697047,1,1822,15,45,ST NICHOLAS AVENUE,10026,40.800199089277,-73.952488953249,Manhattan,2026-08-12T10:41:51.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.800199089277', 'longitude': '-73.952488953249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,Harlem (South),1018220015,1054981,,
Initial,PC8762488,3,1865,26,32,HERKIMER STREET,11216,40.679750434932,-73.95197300139,Brooklyn,2026-08-12T10:41:57.000,Failed for Rat Activity,"{'latitude': '40.679750434932', 'longitude': '-73.95197300139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,Bedford-Stuyvesant (West),3018650026,3053893,,
Treatments,PC8738513,1,2156,23,507,WEST  184 STREET,10033,40.850070512644,-73.929991896468,Manhattan,2026-08-12T10:42:19.000,Bait applied,"{'latitude': '40.850070512644', 'longitude': '-73.929991896468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,269,Washington Heights (North),1021560023,1063722,1003618,248991
Initial,PC8758409,2,2842,38,105,ELLIOT PLACE,10452,40.838882005085,-73.916245148575,Bronx,2026-08-12T10:42:19.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.838882005085', 'longitude': '-73.916245148575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22102,Mount Eden-Claremont (West),2028420038,2008082,,
Treatments,PC8638891,1,2119,66,547,WEST 160 STREET,10032,40.835288550521,-73.941976488722,Manhattan,2026-08-12T10:42:19.000,Bait applied,"{'latitude': '40.835288550521', 'longitude': '-73.941976488722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,245,Washington Heights (South),1021190066,1062847,,
Treatments,PC8630084,2,3356,146,3525,DECATUR AVENUE,10467,40.879222138662,-73.872351075752,Bronx,2026-08-12T10:42:57.000,Bait applied,"{'latitude': '40.879222138662', 'longitude': '-73.872351075752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,43102,Norwood,2033560146,2018647,1019549,259630
Treatments,PC8638674,3,4660,24,150,EAST   55 STREET,11203,40.654553168437,-73.925847841299,Brooklyn,2026-08-12T10:45:05.000,Bait applied,"{'latitude': '40.654553168437', 'longitude': '-73.925847841299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,41,866,East Flatbush-Rugby,3046600024,3101536,1004825,177759
Initial,PC8764351,1,1212,47,134,WEST   82 STREET,10024,40.784358047799,-73.975181281502,Manhattan,2026-08-12T10:45:09.000,Failed for Rat Activity,"{'latitude': '40.784358047799', 'longitude': '-73.975181281502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,165,Upper West Side (Central),1012120047,1032032,991123,225043
Initial,PC8765665,3,1450,14,,,11233,,,Brooklyn,2026-08-12T10:45:25.000,Failed for Rat Activity and Other Reason,,,,,,,,,
Treatments,PC8682139,1,1077,22,517,WEST 48 STREET,10036,40.763851748751,-73.993704282472,Manhattan,2026-08-12T10:46:21.000,Bait applied,"{'latitude': '40.763851748751', 'longitude': '-73.993704282472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12902,Hell's Kitchen,1010770022,1027015,,
Compliance,PC8618380,1,1440,23,1207,1 AVENUE,10065,40.763553692931,-73.959110507664,Manhattan,2026-08-12T10:46:47.000,Failed for Rat Activity,"{'latitude': '40.763553692931', 'longitude': '-73.959110507664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,118,Upper East Side-Lenox Hill-Roosevelt Island,1014400023,1085180,995577,217465
Initial,PC8763024,3,1865,24,28,HERKIMER STREET,11216,40.679755962214,-73.952063131407,Brooklyn,2026-08-12T10:47:57.000,Failed for Rat Activity,"{'latitude': '40.679755962214', 'longitude': '-73.952063131407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,247,Bedford-Stuyvesant (West),3018650024,3053891,,
Initial,PC8755917,1,592,39,183,WEST    4 STREET,10014,40.732539669869,-74.001851020402,Manhattan,2026-08-12T10:48:40.000,Failed for Rat Activity,"{'latitude': '40.732539669869', 'longitude': '-74.001851020402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,3,71,West Village,1005920039,1076803,983737,206163
Stoppage,PC8740043,1,1649,1,210,EAST  102 STREET,10029,40.788819313414,-73.946173737656,Manhattan,2026-08-12T10:50:00.000,Stoppage done,"{'latitude': '40.788819313414', 'longitude': '-73.946173737656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,164,East Harlem (South),1016490001,1083461,999155,226672
Compliance,PC8722613,4,1774,53,104-41,38 AVENUE,11368,40.751587757194,-73.862050316003,Queens,2026-08-12T10:50:00.000,Failed for Rat Activity,"{'latitude': '40.751587757194', 'longitude': '-73.862050316003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21,40302,North Corona,4017740053,4044527,,
Initial,PC8763647,4,3465,37,57-15,CATALPA AVENUE,11385,40.700918097259,-73.903886520021,Queens,2026-08-12T10:50:00.000,Failed for Other Reason,"{'latitude': '40.700918097259', 'longitude': '-73.903886520021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,551,Ridgewood,4034650037,4082839,,
Treatments,PC8723876,3,3410,32,1136,HALSEY STREET,11207,40.689684232931,-73.911312901924,Brooklyn,2026-08-12T10:50:49.000,Bait applied,"{'latitude': '40.689684232931', 'longitude': '-73.911312901924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,413,Bushwick (East),3034100032,3078807,,
Compliance,PC8748214,3,1449,167,216,MOTHER GASTON BOULEVARD,11233,40.674086095965,-73.908366764156,Brooklyn,2026-08-12T10:51:25.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.674086095965', 'longitude': '-73.908366764156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,37,36502,Ocean Hill,3014490167,3349145,1009668,184880
Initial,PC8761279,1,1661,105,207,EAST 111 STREET,10029,40.794575723314,-73.941910985528,Manhattan,2026-08-12T10:53:16.000,Failed for Rat Activity,"{'latitude': '40.794575723314', 'longitude': '-73.941910985528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,180,East Harlem (North),1016610105,1087805,,
Treatments,PC8703979,4,2762,112,61-61,ELIOT AVENUE,11379,40.714998539099,-73.900392330921,Queens,2026-08-12T10:53:49.000,Bait applied,"{'latitude': '40.714998539099', 'longitude': '-73.900392330921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,30,601,Maspeth,4027620112,4061787,1011863,199788
Compliance,PC8740470,1,1831,29,1902,ADAM C POWELL BLVD,10026,40.802642106218,-73.952953156219,Manhattan,2026-08-12T10:53:51.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.802642106218', 'longitude': '-73.952953156219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,218,Harlem (South),1018310029,1055237,,
Stoppage,PC8757407,2,3319,1,2855,GRAND CONCOURSE,10468,40.870260416676,-73.890823042076,Bronx,2026-08-12T10:54:00.000,Stoppage done,"{'latitude': '40.870260416676', 'longitude': '-73.890823042076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,40701,Bedford Park,2033190001,2017574,,
Initial,PC8760846,2,2765,205,671,MANIDA STREET,10474,40.813373117083,-73.888113322581,Bronx,2026-08-12T10:55:42.000,Failed for Other Reason,"{'latitude': '40.813373117083', 'longitude': '-73.888113322581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,17,9301,Hunts Point,2027650205,2006625,1015221,235633
Treatments,PC8699350,2,3344,36,215,EAST GUNHILL ROAD,10467,40.880421281391,-73.877111414801,Bronx,2026-08-12T10:55:57.000,Bait applied,"{'latitude': '40.880421281391', 'longitude': '-73.877111414801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,43102,Norwood,2033440036,2018266,1018232,260065
Compliance,PC8743585,2,3030,25,415,EAST 180 STREET,10457,40.852159706275,-73.897652200218,Bronx,2026-08-12T10:57:46.000,Failed for Other Reason,"{'latitude': '40.852159706275', 'longitude': '-73.897652200218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,379,Mount Hope,2030300025,2118020,,
Treatments,PC8734499,1,2159,25,515,WEST  187 STREET,10033,40.852092579997,-73.92868845411,Manhattan,2026-08-12T10:58:02.000,Bait applied,"{'latitude': '40.852092579997', 'longitude': '-73.92868845411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,269,Washington Heights (North),1021590025,1063850,1003978,249728
Compliance,PC8722590,1,1661,35,236,EAST  112 STREET,10029,40.794973184689,-73.940877712716,Manhattan,2026-08-12T10:58:08.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.794973184689', 'longitude': '-73.940877712716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,180,East Harlem (North),1016610035,1052506,1000620,228915
Treatments,PC8724033,3,3410,33,580,CENTRAL AVENUE,11207,40.689837455863,-73.91068887507,Brooklyn,2026-08-12T11:00:46.000,Bait applied,"{'latitude': '40.689837455863', 'longitude': '-73.91068887507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,413,Bushwick (East),3034100033,3326292,,
Initial,PC8754277,2,2873,80,115,WEST  172 STREET,10452,40.84394096597,-73.920691565048,Bronx,2026-08-12T11:02:08.000,Failed for Other Reason,"{'latitude': '40.84394096597', 'longitude': '-73.920691565048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,21302,Mount Eden-Claremont (West),2028730080,2008734,1006193,246760
